[P1] Ep 58: Loss 0.5269 | Val MAE 1.9003
[P1] Ep 59: Loss 0.5195 | Val MAE 1.9711
[P1] Ep 60: Loss 0.5098 | Val MAE 1.9186
[P1] Ep 61: Loss 0.5155 | Val MAE 1.8920
[P1] Ep 62: Loss 0.5047 | Val MAE 1.8230
[P1] Ep 63: Loss 0.5106 | Val MAE 1.8149
[P1] Ep 64: Loss 0.5016 | Val MAE 1.8885
[P1] Ep 65: Loss 0.4956 | Val MAE 1.7637
[P1] Ep 66: Loss 0.4979 | Val MAE 1.9503
[P1] Ep 67: Loss 0.4911 | Val MAE 1.8756
[P1] Ep 68: Loss 0.4937 | Val MAE 1.7625
[P1] Ep 69: Loss 0.4809 | Val MAE 1.9619
[P1] Ep 70: Loss 0.4796 | Val MAE 1.7086
[P1] Ep 71: Loss 0.4710 | Val MAE 1.9150
[P1] Ep 72: Loss 0.4815 | Val MAE 2.0066
[P1] Ep 73: Loss 0.4656 | Val MAE 1.7797
[P1] Ep 74: Loss 0.4649 | Val MAE 1.6813
[P1] Ep 75: Loss 0.4559 | Val MAE 1.8001
[P1] Ep 76: Loss 0.4584 | Val MAE 1.8559
[P1] Ep 77: Loss 0.4501 | Val MAE 1.7960
[P1] Ep 78: Loss 0.4451 | Val MAE 1.8393
[P1] Ep 79: Loss 0.4512 | Val MAE 1.7835
[P1] Ep 80: Loss 0.4410 | Val MAE 1.8633
[P1] Ep 81: Loss 0.4331 | Val MAE 1.8082
[P1] Ep 82: Loss 0.4322 | Val MAE 1.8615
[P1] Ep 83: Loss 0.4308 | Val MAE 1.8603
[P1] Ep 84: Loss 0.4227 | Val MAE 1.7718
[P1] Ep 85: Loss 0.4228 | Val MAE 1.7849
[P1] Ep 86: Loss 0.4255 | Val MAE 1.9079
[P1] Ep 87: Loss 0.4116 | Val MAE 1.7468
[P1] Ep 88: Loss 0.4175 | Val MAE 1.8282
[P1] Ep 89: Loss 0.4061 | Val MAE 1.8980
[P1] Ep 90: Loss 0.4110 | Val MAE 1.8244
[P1] Ep 91: Loss 0.4005 | Val MAE 1.8581
[P1] Ep 92: Loss 0.4044 | Val MAE 1.8798
[P1] Ep 93: Loss 0.3998 | Val MAE 1.8270
[P1] Ep 94: Loss 0.3947 | Val MAE 1.8533
[P1] Ep 95: Loss 0.3917 | Val MAE 1.7317
