[P1] Ep 88: Loss 0.4692 | Val MAE 1.8056
[P1] Ep 89: Loss 0.4685 | Val MAE 1.8733
[P1] Ep 90: Loss 0.4665 | Val MAE 1.9653
[P1] Ep 91: Loss 0.4622 | Val MAE 1.8875
[P1] Ep 92: Loss 0.4570 | Val MAE 1.8617
[P1] Ep 93: Loss 0.4533 | Val MAE 1.8154
[P1] Ep 94: Loss 0.4494 | Val MAE 1.7951
[P1] Ep 95: Loss 0.4528 | Val MAE 1.8954
[P1] Ep 96: Loss 0.4501 | Val MAE 1.9673
[P1] Ep 97: Loss 0.4506 | Val MAE 1.8141
[P1] Ep 98: Loss 0.4360 | Val MAE 1.8206
[P1] Ep 99: Loss 0.4339 | Val MAE 1.8778
[P1] Ep 100: Loss 0.4299 | Val MAE 1.8667
[P1] Ep 101: Loss 0.4352 | Val MAE 1.8589
[P1] Ep 102: Loss 0.4180 | Val MAE 1.8721
[P1] Ep 103: Loss 0.4162 | Val MAE 1.8922
[P1] Ep 104: Loss 0.4234 | Val MAE 1.9861
[P1] Ep 105: Loss 0.4162 | Val MAE 1.8936
[P1] Ep 106: Loss 0.4184 | Val MAE 1.9467
[P1] Ep 107: Loss 0.4137 | Val MAE 1.8955
[P1] Ep 108: Loss 0.4074 | Val MAE 1.9441
[P1] Ep 109: Loss 0.4016 | Val MAE 1.8959
[P1] Ep 110: Loss 0.3997 | Val MAE 2.0117
[P1] Ep 111: Loss 0.4027 | Val MAE 1.9164
[P1] Ep 112: Loss 0.4013 | Val MAE 1.8491
[P1] Ep 113: Loss 0.3918 | Val MAE 2.0214
[P1] Ep 114: Loss 0.3850 | Val MAE 1.9847
[P1] Ep 115: Loss 0.3814 | Val MAE 2.0580
[P1] Ep 116: Loss 0.3856 | Val MAE 1.9470
[P1] Ep 117: Loss 0.3838 | Val MAE 1.9786
[P1] Ep 118: Loss 0.3704 | Val MAE 1.9707
[P1] Ep 119: Loss 0.3674 | Val MAE 2.0671
[P1] Ep 120: Loss 0.3664 | Val MAE 1.9133
[P1] Ep 121: Loss 0.3595 | Val MAE 1.8731
[P1] Ep 122: Loss 0.3610 | Val MAE 2.1441
[P1] Ep 123: Loss 0.3570 | Val MAE 1.9647
[P1] Ep 124: Loss 0.3618 | Val MAE 1.9542
[P1] Ep 125: Loss 0.3462 | Val MAE 1.9002
[P1] Ep 126: Loss 0.3490 | Val MAE 2.0677
[P1] Ep 127: Loss 0.3539 | Val MAE 1.9034
[P1] Ep 128: Loss 0.3474 | Val MAE 1.8711
[P1] Ep 129: Loss 0.3400 | Val MAE 2.0491
[P1] Ep 130: Loss 0.3442 | Val MAE 1.9730
[P1] Ep 131: Loss 0.3403 | Val MAE 1.9050
[P1] Ep 132: Loss 0.3314 | Val MAE 1.7898
[P1] Ep 133: Loss 0.3322 | Val MAE 1.9555
[P1] Ep 134: Loss 0.3315 | Val MAE 1.8471
[P1] Ep 135: Loss 0.3281 | Val MAE 2.0022
[P1] Ep 136: Loss 0.3230 | Val MAE 1.9383
[P1] Ep 137: Loss 0.3164 | Val MAE 1.8527
[P1] Ep 138: Loss 0.3233 | Val MAE 2.0158
[P1] Ep 139: Loss 0.3109 | Val MAE 1.8953
[P1] Ep 140: Loss 0.3099 | Val MAE 1.9404
[P1] Ep 141: Loss 0.3121 | Val MAE 1.9375
[P1] Ep 142: Loss 0.3099 | Val MAE 1.9870
[P1] Ep 143: Loss 0.3035 | Val MAE 1.9039
[P1] Ep 144: Loss 0.3006 | Val MAE 1.8764
[P1] Ep 145: Loss 0.3025 | Val MAE 2.0061
[P1] Ep 146: Loss 0.3088 | Val MAE 1.8353
[P1] Ep 147: Loss 0.2987 | Val MAE 1.9034
[P1] Ep 148: Loss 0.2944 | Val MAE 1.9070
[P1] Ep 149: Loss 0.2932 | Val MAE 1.9311
[P1] Ep 150: Loss 0.2879 | Val MAE 1.9580
[P1] Ep 151: Loss 0.2869 | Val MAE 1.9038
[P1] Ep 152: Loss 0.2881 | Val MAE 1.8722
[P1] Ep 153: Loss 0.2831 | Val MAE 1.9563
[P1] Ep 154: Loss 0.2836 | Val MAE 1.9586
[P1] Ep 155: Loss 0.2817 | Val MAE 1.9727
[P1] Ep 156: Loss 0.2765 | Val MAE 1.9795
[P1] Ep 157: Loss 0.2746 | Val MAE 1.9281
[P1] Ep 158: Loss 0.2754 | Val MAE 1.9289
[P1] Ep 159: Loss 0.2742 | Val MAE 1.9993
[P1] Ep 160: Loss 0.2739 | Val MAE 2.0208
[P1] Ep 161: Loss 0.2644 | Val MAE 1.9064
[P1] Ep 162: Loss 0.2607 | Val MAE 1.9225
[P1] Ep 163: Loss 0.2662 | Val MAE 1.9359
[P1] Ep 164: Loss 0.2538 | Val MAE 1.9392
[P1] Ep 165: Loss 0.2565 | Val MAE 2.0266
[P1] Ep 166: Loss 0.2566 | Val MAE 2.0205
[P1] Ep 167: Loss 0.2566 | Val MAE 1.9123
[P1] Ep 168: Loss 0.2552 | Val MAE 1.9182
[P1] Ep 169: Loss 0.2484 | Val MAE 1.9453
[P1] Ep 170: Loss 0.2478 | Val MAE 1.9187
[P1] Ep 171: Loss 0.2477 | Val MAE 1.9188
[P1] Ep 172: Loss 0.2417 | Val MAE 1.8804
[P1] Ep 173: Loss 0.2445 | Val MAE 1.9668
[P1] Ep 174: Loss 0.2331 | Val MAE 1.9573
[P1] Ep 175: Loss 0.2340 | Val MAE 1.9432
[P1] Ep 176: Loss 0.2352 | Val MAE 1.9874
[P1] Ep 177: Loss 0.2341 | Val MAE 1.9284
[P1] Ep 178: Loss 0.2363 | Val MAE 1.9556
[P1] Ep 179: Loss 0.2321 | Val MAE 1.8531
[P1] Ep 180: Loss 0.2307 | Val MAE 1.8451
[P1] Ep 181: Loss 0.2286 | Val MAE 1.8718
[P1] Ep 182: Loss 0.2289 | Val MAE 1.8982
[P1] Ep 183: Loss 0.2257 | Val MAE 1.8913
[P1] Ep 184: Loss 0.2233 | Val MAE 1.8878
[P1] Ep 185: Loss 0.2260 | Val MAE 1.9641
[P1] Ep 186: Loss 0.2187 | Val MAE 1.8867
[P1] Ep 187: Loss 0.2182 | Val MAE 1.8938
[P1] Ep 188: Loss 0.2156 | Val MAE 1.9437
[P1] Ep 189: Loss 0.2216 | Val MAE 1.9745
[P1] Ep 190: Loss 0.2104 | Val MAE 1.9460
[P1] Ep 191: Loss 0.2115 | Val MAE 1.9393
[P1] Ep 192: Loss 0.2095 | Val MAE 1.8911
[P1] Ep 193: Loss 0.2116 | Val MAE 2.0002
[P1] Ep 194: Loss 0.2127 | Val MAE 1.9129
[P1] Ep 195: Loss 0.2076 | Val MAE 1.9056
[P1] Ep 196: Loss 0.2032 | Val MAE 1.9303
[P1] Ep 197: Loss 0.2027 | Val MAE 1.9137
[P1] Ep 198: Loss 0.2033 | Val MAE 1.9338
[P1] Ep 199: Loss 0.2082 | Val MAE 2.0026
[P1] Ep 200: Loss 0.2040 | Val MAE 1.8892

=== Phase 2: Target Fine-tuning ===
Freezing backbone layers...
[FT] Ep 1: Loss 6.4185 | Val MAE 1.5313 CI 0.5263
[FT] Ep 2: Loss 6.5911 | Val MAE 1.4916 CI 0.5205
[FT] Ep 3: Loss 6.4043 | Val MAE 1.4726 CI 0.5205
[FT] Ep 4: Loss 6.4952 | Val MAE 1.4635 CI 0.5380
[FT] Ep 5: Loss 6.2868 | Val MAE 1.4571 CI 0.5322
[FT] Ep 6: Loss 5.7691 | Val MAE 1.4510 CI 0.5263
[FT] Ep 7: Loss 5.8230 | Val MAE 1.4433 CI 0.5497
[FT] Ep 8: Loss 5.7851 | Val MAE 1.4475 CI 0.5614
[FT] Ep 9: Loss 5.9059 | Val MAE 1.4545 CI 0.5614
[FT] Ep 10: Loss 5.8566 | Val MAE 1.4667 CI 0.5556
[FT] Ep 11: Loss 5.7418 | Val MAE 1.4723 CI 0.5731
[FT] Ep 12: Loss 5.6758 | Val MAE 1.4767 CI 0.5380
[FT] Ep 13: Loss 5.4320 | Val MAE 1.4861 CI 0.5497
[FT] Ep 14: Loss 5.2058 | Val MAE 1.4954 CI 0.5380
[FT] Ep 15: Loss 5.4139 | Val MAE 1.4999 CI 0.5439
[FT] Ep 16: Loss 5.3804 | Val MAE 1.5127 CI 0.5380
[FT] Ep 17: Loss 5.2179 | Val MAE 1.5251 CI 0.5380
[FT] Ep 18: Loss 5.3070 | Val MAE 1.5365 CI 0.5380
[FT] Ep 19: Loss 5.2433 | Val MAE 1.5475 CI 0.5380
[FT] Ep 20: Loss 5.2004 | Val MAE 1.5525 CI 0.5263
[FT] Ep 21: Loss 5.3035 | Val MAE 1.5597 CI 0.5322
[FT] Ep 22: Loss 5.2325 | Val MAE 1.5650 CI 0.5146
[FT] Ep 23: Loss 5.4717 | Val MAE 1.5671 CI 0.5205
[FT] Ep 24: Loss 4.8124 | Val MAE 1.5728 CI 0.5146
[FT] Ep 25: Loss 5.1402 | Val MAE 1.5796 CI 0.5088
[FT] Ep 26: Loss 5.0406 | Val MAE 1.5900 CI 0.5029
[FT] Ep 27: Loss 5.1752 | Val MAE 1.6021 CI 0.5088
[FT] Ep 28: Loss 5.0275 | Val MAE 1.6067 CI 0.5029
[FT] Ep 29: Loss 5.2243 | Val MAE 1.6102 CI 0.5029
[FT] Ep 30: Loss 5.1973 | Val MAE 1.6131 CI 0.5029
[FT] Ep 31: Loss 4.8032 | Val MAE 1.6247 CI 0.4971
[FT] Ep 32: Loss 4.7748 | Val MAE 1.6345 CI 0.4971
[FT] Ep 33: Loss 4.8485 | Val MAE 1.6380 CI 0.4971
[FT] Ep 34: Loss 4.7371 | Val MAE 1.6402 CI 0.4912
[FT] Ep 35: Loss 4.7424 | Val MAE 1.6469 CI 0.4912
[FT] Ep 36: Loss 4.7456 | Val MAE 1.6484 CI 0.4912
[FT] Ep 37: Loss 5.0417 | Val MAE 1.6487 CI 0.4971
[FT] Ep 38: Loss 5.1821 | Val MAE 1.6544 CI 0.4971
[FT] Ep 39: Loss 4.7649 | Val MAE 1.6498 CI 0.4971
[FT] Ep 40: Loss 4.6342 | Val MAE 1.6494 CI 0.4912
[FT] Ep 41: Loss 4.6511 | Val MAE 1.6507 CI 0.4912
[FT] Ep 42: Loss 4.7463 | Val MAE 1.6514 CI 0.4971
[FT] Ep 43: Loss 4.6473 | Val MAE 1.6524 CI 0.4912
[FT] Ep 44: Loss 4.8196 | Val MAE 1.6529 CI 0.4912
[FT] Ep 45: Loss 4.8368 | Val MAE 1.6611 CI 0.4912
[FT] Ep 46: Loss 4.6774 | Val MAE 1.6667 CI 0.4912
[FT] Ep 47: Loss 4.5707 | Val MAE 1.6743 CI 0.4854
[FT] Ep 48: Loss 4.5418 | Val MAE 1.6867 CI 0.4854
[FT] Ep 49: Loss 4.4569 | Val MAE 1.6969 CI 0.4795
[FT] Ep 50: Loss 4.6223 | Val MAE 1.7036 CI 0.4795
[FT] Ep 51: Loss 4.8906 | Val MAE 1.7065 CI 0.4737
[FT] Ep 52: Loss 4.4684 | Val MAE 1.7024 CI 0.4737
[FT] Ep 53: Loss 5.0135 | Val MAE 1.7059 CI 0.4678
[FT] Ep 54: Loss 4.6568 | Val MAE 1.7140 CI 0.4678
[FT] Ep 55: Loss 4.5591 | Val MAE 1.7155 CI 0.4678
[FT] Ep 56: Loss 4.6799 | Val MAE 1.7142 CI 0.4620
[FT] Ep 57: Loss 4.5634 | Val MAE 1.7184 CI 0.4678
Early stopping triggered.

>>> Final Test Evaluation
------------------------------------------------------------
[BASELINE RESULT] Method: InfoBatch
   MAE:  1.4735
   RMSE: 1.8290
   CI:   0.4895
   RM2:  0.0009
   MAPE: 25.00 %
   Acc:  30.00 %
------------------------------------------------------------
