formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Cs2Se1,2.637608,34.000000,55.000000,21.000000,48.000000,9.333333,55.000000,5.000000,89.000000,84.000000,33.000000,37.333333,5.000000,78.960000,132.905452,53.945452,114.923635,23.975756,132.905452,301.590000,494.000000,192.410000,365.726667,85.515556,301.590000,1.000000,16.000000,15.000000,6.000000,6.666667,1.000000,4.000000,6.000000,2.000000,5.333333,0.888889,6.000000,120.000000,244.000000,124.000000,202.666667,55.111111,244.000000,0.790000,2.550000,1.760000,1.376667,0.782222,0.790000,1.000000,2.000000,1.000000,1.333333,0.444444,1.000000,0.000000,4.000000,4.000000,1.333333,1.777778,0.000000,0.000000,10.000000,10.000000,3.333333,4.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,16.000000,15.000000,6.000000,6.666667,1.000000,0.000000,1.000000,1.000000,0.666667,0.444444,1.000000,0.000000,2.000000,2.000000,0.666667,0.888889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,1.333333,0.444444,1.000000,25.920000,115.765000,89.845000,85.816667,39.931111,115.765000,0.000000,0.799000,0.799000,0.266333,0.355111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,229.000000,215.000000,157.333333,95.555556,229.000000
Ca3Ge5O14Zn1,3.923859,8.000000,32.000000,24.000000,15.739130,9.421550,8.000000,7.000000,87.000000,80.000000,74.043478,17.928166,87.000000,15.999400,72.640000,56.640600,33.600243,21.427114,15.999400,54.800000,1211.400000,1156.600000,472.255652,508.206881,54.800000,2.000000,16.000000,14.000000,13.565217,3.153119,16.000000,2.000000,4.000000,2.000000,2.782609,0.952741,2.000000,66.000000,176.000000,110.000000,94.521739,34.722117,66.000000,1.000000,3.440000,2.440000,2.733043,0.860643,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.869565,1.376181,4.000000,0.000000,10.000000,10.000000,2.608696,3.856333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,14.000000,12.000000,7.478261,3.228733,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,2.086957,0.831758,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,2.086957,0.831758,2.000000,9.105000,37.770000,28.665000,16.076739,8.671399,9.105000,0.000000,0.383000,0.383000,0.083261,0.130321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,94.000000,99.826087,12.000000
Ca2Cu1P3Zn2,0.928167,15.000000,30.000000,15.000000,21.750000,5.937500,15.000000,7.000000,83.000000,76.000000,58.125000,25.562500,83.000000,30.973762,65.380000,34.406238,45.922911,14.134317,30.973762,317.300000,1357.770000,1040.470000,740.628750,341.470937,317.300000,2.000000,15.000000,13.000000,10.500000,4.250000,15.000000,3.000000,4.000000,1.000000,3.625000,0.468750,3.000000,107.000000,176.000000,69.000000,131.125000,22.656250,107.000000,1.000000,2.190000,1.190000,1.721250,0.396250,2.190000,1.000000,2.000000,1.000000,1.875000,0.218750,2.000000,0.000000,3.000000,3.000000,1.125000,1.406250,3.000000,0.000000,10.000000,10.000000,3.750000,4.687500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,12.000000,10.000000,6.750000,3.687500,5.000000,0.000000,1.000000,1.000000,0.125000,0.218750,0.000000,0.000000,3.000000,3.000000,1.125000,1.406250,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.250000,1.312500,3.000000,11.070000,37.770000,26.700000,22.780089,7.494955,22.570238,0.000000,1.625000,1.625000,0.609375,0.761719,1.625000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,225.000000,223.000000,133.625000,98.718750,2.000000
Ba3Ge1Mg1N4,2.269339,7.000000,56.000000,49.000000,26.666667,20.740741,7.000000,9.000000,82.000000,73.000000,55.777778,31.185185,82.000000,14.006700,137.327000,123.320300,62.772533,51.895748,14.006700,63.050000,1211.400000,1148.350000,598.511111,475.965432,63.050000,2.000000,15.000000,13.000000,9.111111,6.320988,15.000000,2.000000,6.000000,4.000000,3.666667,1.629630,2.000000,71.000000,215.000000,144.000000,132.222222,57.135802,71.000000,0.890000,3.040000,2.150000,2.016667,0.909630,3.040000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,3.000000,3.000000,1.555556,1.382716,3.000000,0.000000,10.000000,10.000000,1.111111,1.975309,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,14.000000,12.000000,4.666667,2.370370,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.777778,1.580247,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,1.777778,1.580247,3.000000,14.768750,63.590000,48.821250,32.860000,20.486667,14.768750,0.000000,6.437000,6.437000,2.903444,3.140938,6.437000,0.000000,0.000000,0.000000,0.000000,0.000000,194.000000,229.000000,35.000000,209.111111,16.790123,194.000000
Cs2O4Ru1,2.490396,8.000000,55.000000,47.000000,26.571429,21.224490,8.000000,5.000000,87.000000,82.000000,59.142857,31.836735,87.000000,15.999400,132.905452,116.906052,61.554072,52.062482,15.999400,54.800000,2607.000000,2552.200000,489.911429,604.882449,54.800000,1.000000,16.000000,15.000000,10.571429,6.204082,16.000000,2.000000,6.000000,4.000000,3.571429,1.795918,2.000000,66.000000,244.000000,178.000000,128.285714,71.183673,66.000000,0.790000,3.440000,2.650000,2.505714,1.067755,3.440000,1.000000,2.000000,1.000000,1.571429,0.489796,2.000000,0.000000,4.000000,4.000000,2.285714,1.959184,4.000000,0.000000,7.000000,7.000000,1.000000,1.714286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,7.000000,4.857143,2.204082,6.000000,0.000000,1.000000,1.000000,0.428571,0.489796,0.000000,0.000000,2.000000,2.000000,1.142857,0.979592,2.000000,3.000000,3.000000,0.428571,0.734694,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,2.000000,0.571429,2.000000,9.105000,115.765000,106.660000,40.208571,43.175102,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,100.000000,100.571429,12.000000
Bi14Br16Pd1,1.375046,35.000000,83.000000,48.000000,57.032258,23.454735,35.000000,62.000000,95.000000,33.000000,89.870968,5.294485,95.000000,79.904000,208.980400,129.076400,139.051923,63.161205,79.904000,265.800000,1828.050000,1562.250000,442.014516,181.898855,265.800000,10.000000,17.000000,7.000000,15.870968,1.165453,17.000000,4.000000,6.000000,2.000000,4.935484,0.965661,4.000000,120.000000,148.000000,28.000000,133.258065,13.685744,120.000000,2.020000,2.960000,0.940000,2.510968,0.463517,2.960000,0.000000,2.000000,2.000000,1.935484,0.124870,2.000000,0.000000,5.000000,5.000000,3.935484,1.098855,5.000000,10.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,14.000000,14.000000,6.322581,6.934443,0.000000,10.000000,29.000000,19.000000,22.193548,6.147763,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.870968,1.019771,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.870968,1.019771,1.000000,14.410000,32.950000,18.540000,30.560968,2.157836,29.480000,0.000000,1.457000,1.457000,0.752000,0.727742,1.457000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,45.709677,30.447451,64.000000
I2Mn1,3.315538,25.000000,53.000000,28.000000,43.666667,12.444444,53.000000,52.000000,96.000000,44.000000,81.333333,19.555556,96.000000,54.938045,126.904470,71.966425,102.915662,31.985078,126.904470,386.850000,1519.000000,1132.150000,764.233333,503.177778,386.850000,7.000000,17.000000,10.000000,13.666667,4.444444,17.000000,4.000000,5.000000,1.000000,4.666667,0.444444,5.000000,139.000000,139.000000,0.000000,139.000000,0.000000,139.000000,1.550000,2.660000,1.110000,2.290000,0.493333,2.660000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,5.000000,5.000000,3.333333,2.222222,5.000000,5.000000,10.000000,5.000000,8.333333,2.222222,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,17.000000,10.000000,13.666667,4.444444,17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.666667,0.444444,1.000000,5.000000,5.000000,1.666667,2.222222,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,2.333333,1.777778,1.000000,10.487586,43.015000,32.527414,32.172529,14.456628,43.015000,0.000000,1.062000,1.062000,0.708000,0.472000,1.062000,0.000310,0.000310,0.000103,0.000138,0.000000,64.000000,217.000000,153.000000,115.000000,68.000000,64.000000
Ag2I4Zn1,3.174983,30.000000,53.000000,23.000000,48.000000,5.714286,53.000000,65.000000,96.000000,31.000000,83.285714,14.530612,96.000000,65.380000,126.904470,61.524470,112.676326,16.260736,126.904470,386.850000,1234.930000,848.080000,672.848571,326.855510,386.850000,11.000000,17.000000,6.000000,14.571429,2.775510,17.000000,4.000000,5.000000,1.000000,4.857143,0.244898,5.000000,122.000000,145.000000,23.000000,138.285714,4.653061,139.000000,1.650000,2.660000,1.010000,2.307143,0.403265,2.660000,1.000000,2.000000,1.000000,1.714286,0.408163,2.000000,0.000000,5.000000,5.000000,2.857143,2.448980,5.000000,10.000000,10.000000,0.000000,10.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.000000,17.000000,6.000000,14.571429,2.775510,17.000000,0.000000,1.000000,1.000000,0.285714,0.408163,0.000000,0.000000,1.000000,1.000000,0.571429,0.489796,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.857143,0.244898,1.000000,13.960000,43.015000,29.055000,31.240000,13.457143,43.015000,0.000000,1.062000,1.062000,0.606857,0.520163,1.062000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,225.000000,161.000000,128.571429,73.795918,64.000000
Ba1Cu2Se2,1.216819,29.000000,56.000000,27.000000,36.400000,7.840000,29.000000,9.000000,89.000000,80.000000,63.000000,21.600000,64.000000,63.546000,137.327000,73.781000,84.467800,21.143680,63.546000,494.000000,1357.770000,863.770000,940.708000,357.366400,494.000000,2.000000,16.000000,14.000000,11.200000,3.840000,11.000000,4.000000,6.000000,2.000000,4.400000,0.640000,4.000000,120.000000,215.000000,95.000000,143.800000,28.480000,120.000000,0.890000,2.550000,1.660000,1.958000,0.473600,1.900000,1.000000,2.000000,1.000000,1.600000,0.480000,1.000000,0.000000,4.000000,4.000000,1.600000,1.920000,0.000000,0.000000,10.000000,10.000000,8.000000,3.200000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,16.000000,14.000000,11.200000,3.840000,11.000000,0.000000,1.000000,1.000000,0.400000,0.480000,0.000000,0.000000,2.000000,2.000000,0.800000,0.960000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.200000,0.640000,1.000000,11.070000,63.590000,52.520000,27.514000,14.430400,11.070000,0.000000,0.799000,0.799000,0.319600,0.383520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14.000000,229.000000,215.000000,141.400000,101.920000,14.000000
Ag1Au1Ba4O6,2.980427,8.000000,79.000000,71.000000,33.166667,25.166667,8.000000,9.000000,87.000000,78.000000,57.416667,32.277778,87.000000,15.999400,196.966569,180.967169,79.178264,63.178864,15.999400,54.800000,1337.330000,1282.530000,575.088333,520.288333,54.800000,2.000000,16.000000,14.000000,10.500000,5.666667,16.000000,2.000000,6.000000,4.000000,3.916667,1.916667,2.000000,66.000000,215.000000,149.000000,128.083333,62.083333,66.000000,0.890000,3.440000,2.550000,2.389167,1.075972,3.440000,1.000000,2.000000,1.000000,1.833333,0.277778,2.000000,0.000000,4.000000,4.000000,2.000000,2.000000,4.000000,0.000000,10.000000,10.000000,1.666667,2.777778,0.000000,0.000000,14.000000,14.000000,1.166667,2.138889,0.000000,2.000000,25.000000,23.000000,6.666667,3.777778,6.000000,0.000000,1.000000,1.000000,0.166667,0.277778,0.000000,0.000000,2.000000,2.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,1.166667,0.833333,2.000000,9.105000,63.590000,54.485000,28.501667,23.392222,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,119.833333,107.833333,12.000000
Ga1N5O14,3.255514,7.000000,31.000000,24.000000,8.900000,2.210000,8.000000,74.000000,87.000000,13.000000,85.100000,2.660000,87.000000,14.006700,69.723000,55.716300,18.187405,5.153560,15.999400,54.800000,302.910000,248.110000,69.268000,23.364200,54.800000,13.000000,16.000000,3.000000,15.600000,0.560000,16.000000,2.000000,4.000000,2.000000,2.100000,0.190000,2.000000,66.000000,122.000000,56.000000,70.050000,5.670000,66.000000,1.810000,3.440000,1.630000,3.258500,0.254100,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,1.000000,4.000000,3.000000,3.600000,0.560000,4.000000,0.000000,10.000000,10.000000,0.500000,0.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,13.000000,8.000000,6.100000,0.690000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,2.400000,0.560000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,5.000000,3.000000,2.400000,0.560000,2.000000,9.105000,18.857500,9.752500,11.008563,2.664988,9.105000,0.000000,6.437000,6.437000,1.609250,2.413875,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,194.000000,182.000000,60.100000,67.340000,12.000000
As6O24Sr1Zr4,6.056233,8.000000,40.000000,32.000000,16.800000,12.068571,8.000000,8.000000,87.000000,79.000000,79.314286,12.146939,87.000000,15.999400,91.224000,75.224600,36.743749,28.449392,15.999400,54.800000,2128.000000,2073.200000,497.634286,607.315592,54.800000,2.000000,16.000000,14.000000,14.057143,2.987755,16.000000,2.000000,5.000000,3.000000,2.771429,1.057959,2.000000,66.000000,195.000000,129.000000,91.228571,34.599184,66.000000,0.950000,3.440000,2.490000,2.911714,0.724506,3.440000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,3.257143,1.018776,4.000000,0.000000,10.000000,10.000000,1.942857,2.775510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,15.000000,13.000000,7.200000,2.674286,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.885714,0.538776,2.000000,8.000000,8.000000,0.914286,1.619592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,8.000000,2.800000,1.257143,2.000000,9.105000,54.230000,45.125000,14.245143,7.049339,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,225.000000,213.000000,65.285714,73.077551,12.000000
H2O3V1,2.655158,1.000000,23.000000,22.000000,8.166667,4.944444,8.000000,46.000000,92.000000,46.000000,81.833333,11.944444,87.000000,1.007940,50.941500,49.933560,16.825930,11.371857,15.999400,14.010000,2183.000000,2168.990000,395.903333,595.698889,54.800000,1.000000,16.000000,15.000000,9.166667,6.833333,16.000000,1.000000,4.000000,3.000000,2.000000,0.666667,2.000000,31.000000,153.000000,122.000000,68.833333,28.055556,66.000000,1.630000,3.440000,1.810000,2.725000,0.715000,3.440000,1.000000,2.000000,1.000000,1.666667,0.444444,2.000000,0.000000,4.000000,4.000000,2.000000,2.000000,4.000000,0.000000,3.000000,3.000000,0.500000,0.833333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,5.000000,4.166667,2.111111,6.000000,0.000000,1.000000,1.000000,0.333333,0.444444,0.000000,0.000000,2.000000,2.000000,1.000000,1.000000,2.000000,7.000000,7.000000,1.166667,1.944444,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,2.500000,1.500000,2.000000,6.615000,13.010000,6.395000,8.925833,1.540556,9.105000,0.000000,7.853000,7.853000,2.617667,3.490222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,108.833333,96.833333,12.000000
B3Cs1O9Zn4,4.965565,5.000000,55.000000,50.000000,15.411765,11.522491,8.000000,5.000000,87.000000,82.000000,75.294118,12.394464,87.000000,10.811000,132.905452,122.094452,33.579591,26.650294,15.999400,54.800000,2348.000000,2293.200000,624.088824,640.717439,54.800000,1.000000,16.000000,15.000000,13.647059,2.491349,16.000000,2.000000,6.000000,4.000000,2.705882,0.996540,2.000000,66.000000,244.000000,178.000000,92.823529,31.515571,66.000000,0.790000,3.440000,2.650000,2.615882,0.872595,3.440000,1.000000,2.000000,1.000000,1.941176,0.110727,2.000000,0.000000,4.000000,4.000000,2.294118,1.806228,4.000000,0.000000,10.000000,10.000000,2.352941,3.598616,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,12.000000,11.000000,6.588235,2.546713,6.000000,0.000000,1.000000,1.000000,0.058824,0.110727,0.000000,0.000000,5.000000,5.000000,1.941176,1.141869,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,2.000000,1.058824,2.000000,7.172500,115.765000,108.592500,16.180441,11.715830,9.105000,0.000000,1.524000,1.524000,0.268941,0.442962,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,94.764706,87.633218,12.000000
Cl3Ga1,5.296158,17.000000,31.000000,14.000000,20.500000,5.250000,17.000000,74.000000,94.000000,20.000000,89.000000,7.500000,94.000000,35.453000,69.723000,34.270000,44.020500,12.851250,35.453000,171.600000,302.910000,131.310000,204.427500,49.241250,171.600000,13.000000,17.000000,4.000000,16.000000,1.500000,17.000000,3.000000,4.000000,1.000000,3.250000,0.375000,3.000000,102.000000,122.000000,20.000000,107.000000,7.500000,102.000000,1.810000,3.160000,1.350000,2.822500,0.506250,3.160000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,1.000000,5.000000,4.000000,4.000000,1.500000,5.000000,0.000000,10.000000,10.000000,2.500000,3.750000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,13.000000,6.000000,8.500000,2.250000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,2.000000,1.500000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,4.000000,2.000000,1.500000,1.000000,18.857500,24.497500,5.640000,23.087500,2.115000,24.497500,0.000000,2.493000,2.493000,1.869750,0.934875,2.493000,0.000000,0.000000,0.000000,0.000000,0.000000,64.000000,64.000000,0.000000,64.000000,0.000000,64.000000
La3N1S3,2.150037,7.000000,57.000000,50.000000,32.285714,21.183673,16.000000,13.000000,88.000000,75.000000,55.000000,36.000000,13.000000,14.006700,138.905470,124.898770,75.274016,54.541247,32.065000,63.050000,1193.000000,1129.950000,686.732857,433.943265,388.360000,3.000000,16.000000,13.000000,10.285714,6.244898,3.000000,2.000000,6.000000,4.000000,4.142857,1.591837,3.000000,71.000000,207.000000,136.000000,143.857143,54.122449,105.000000,1.100000,3.040000,1.940000,2.011429,0.781224,1.100000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,0.000000,4.000000,4.000000,2.142857,1.836735,0.000000,0.000000,1.000000,1.000000,0.428571,0.489796,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,6.000000,3.000000,4.571429,1.346939,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,3.000000,1.285714,1.102041,0.000000,9.000000,9.000000,3.857143,4.408163,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,9.000000,7.000000,5.142857,3.306122,2.000000,14.768750,36.897500,22.128750,28.974554,6.791097,25.786875,0.000000,6.437000,6.437000,1.863286,1.597102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,70.000000,194.000000,124.000000,140.857143,60.734694,70.000000
Cu1O1Rb1,0.906147,8.000000,37.000000,29.000000,24.666667,11.111111,8.000000,4.000000,87.000000,83.000000,51.666667,31.777778,4.000000,15.999400,85.467800,69.468400,55.004400,26.003333,15.999400,54.800000,1357.770000,1302.970000,575.010000,521.840000,54.800000,1.000000,16.000000,15.000000,9.333333,5.555556,1.000000,2.000000,5.000000,3.000000,3.666667,1.111111,2.000000,66.000000,220.000000,154.000000,139.333333,53.777778,66.000000,0.820000,3.440000,2.620000,2.053333,0.924444,0.820000,1.000000,2.000000,1.000000,1.333333,0.444444,1.000000,0.000000,4.000000,4.000000,1.333333,1.777778,0.000000,0.000000,10.000000,10.000000,3.333333,4.444444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,11.000000,10.000000,6.000000,3.333333,1.000000,0.000000,1.000000,1.000000,0.666667,0.444444,0.000000,0.000000,2.000000,2.000000,0.666667,0.888889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,1.000000,1.333333,0.444444,1.000000,9.105000,90.722500,81.617500,36.965833,35.837778,9.105000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,229.000000,217.000000,155.333333,95.555556,12.000000
P2S5,3.562051,15.000000,16.000000,1.000000,15.714286,0.408163,16.000000,83.000000,88.000000,5.000000,86.571429,2.040816,88.000000,30.973762,32.065000,1.091238,31.753218,0.445403,32.065000,317.300000,388.360000,71.060000,368.057143,29.004082,388.360000,15.000000,16.000000,1.000000,15.714286,0.408163,16.000000,3.000000,3.000000,0.000000,3.000000,0.000000,3.000000,105.000000,107.000000,2.000000,105.571429,0.816327,105.000000,2.190000,2.580000,0.390000,2.468571,0.159184,2.580000,2.000000,2.000000,0.000000,2.000000,0.000000,2.000000,3.000000,4.000000,1.000000,3.714286,0.408163,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,6.000000,1.000000,5.714286,0.408163,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.000000,1.000000,2.285714,0.408163,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,3.000000,1.000000,2.285714,0.408163,2.000000,22.570238,25.786875,3.216637,24.867836,1.312913,25.786875,1.625000,2.202000,0.577000,2.037143,0.235510,2.202000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,70.000000,68.000000,50.571429,27.755102,70.000000
