material formula,Band_gap_GGA,Band_gap_HSE,Band_gap_GGA_optical,Band_gap_HSE_optical
Ag3Na1O2,0.710765,1.799447,0.710765,1.799447
Ag3Na1S2,0.952427,1.897288,0.952427,1.897288
Ag3O12P3Tl2,0.058523,1.273395,1.236124,1.273395
Ag3O4P1,0.167521,1.743059,2.54897,4.254937
Ag3O4Sb1,0.0,0.966061,0.0,3.490828
Ag3O4V1,0.563829,2.0899140000000003,2.548468,3.664748
Ag3P11,0.779937,1.425984,1.260293,1.939677
Ag3P1S4,1.04623,2.205975,1.04623,2.205975
Ag3P1Se4,0.363651,1.3124799999999999,0.923416,1.835375
Ag3P2S8Y1,1.921253,2.985139,2.261471,3.351232
Ag3P6Si3Sn2,0.232809,0.460209,0.442348,0.662845
Ag3P7Sn1,0.4798,1.085343,1.08973,1.723017
Ag3Rb1S2,0.307666,1.213491,1.36265,2.348492
Ag3Rb1Se2,0.032727,0.841507,1.526049,2.420369
Ag3Rb1Te2,0.258981,0.953419,1.308097,2.041149
Ag3S2Tl1,0.904626,1.6334349999999995,1.491643,2.30609
Ag3S3Sb1,0.929681,1.7169230000000004,1.543373,2.379254
Ag4Cd1Ge2S7,0.575204,1.645217,1.759105,1.645217
Ag4Ge1O4,0.0,1.0073189999999999,0.0,2.235806
Ag4Ge2Hg1S7,0.419257,1.404802,1.688245,1.404802
Ag4I1O4P1,0.645521,1.837878,2.011754,3.228621
Ag4K2S3,0.106556,0.9070299999999998,0.106556,0.9070299999999998
Ag4K2Se3,0.0,0.6850710000000002,0.0,0.6850710000000002
Ag4Mn1S6Sb2,1.35627,2.143973,1.756765,2.547491
Ag4N2O2S1,0.925952,1.981923,1.33571,1.981923
Ag4O4S1Te1,0.864951,1.672023,1.955021,2.861964
Ag4O4Si1,0.689469,1.806865,1.804717,3.062556
Ag4O5Te1,0.0,0.8056989999999997,0.0,2.004739
Ag4P2S7,1.635026,2.7944859999999996,1.972025,3.009217
Ag4Rb2S3,0.138406,0.954294,0.138406,0.954294
Ag5As3Cu1O11,0.368587,1.923583,0.963452,2.87509
Ag5Ba2La1S6,1.465346,2.328891,2.11702,3.027819
Ag5Ba2S6Y1,1.3655049999999997,2.3163210000000003,1.943614,2.984378
Ag5Bi1O4,1.456159,2.390619,1.55468,2.481236
Ag5Cl2P1S4,1.319518,2.535568,2.770498,3.912083
Ag5Cl5Hg4P8,0.932526,2.033874,1.572974,2.768246
Ag5Cs1Se3,0.0,0.5303400000000003,0.0,0.5303400000000003
Ag5Cs1Te3,0.0,0.56511,0.0,0.56511
Ag5Ge1O4,0.6673819999999999,1.6710920000000002,1.169417,2.338517
Ag5Hg1O6Sb1,0.0,0.572211,0.0,0.572211
Ag5I1O6,0.058596,1.033536,1.920583,3.439048
Ag5O4P1Se1,0.293401,1.367863,1.796182,2.982811
Ag5O4P1Te1,0.393417,1.377387,1.868095,2.917658
Ag5O4Si1,0.481106,1.4510240000000003,1.411271,2.711125
Ag5S4Sb1,0.665455,1.5964809999999998,1.016511,1.811275
Ag6Cl1F3Mo2O7,1.5722019999999999,3.1226209999999996,2.167432,3.406808
Ag6Cr1O8Si1,0.010467,0.737362,0.010467,0.737362
Ag6Ge1O8S1,0.0,0.698811,0.0,0.698811
Ag6O2,0.0,0.107254,0.0,2.708102
Ag6O7Si2,0.205135,1.332624,1.95671,3.23923
Ag6O8S1Si1,0.020501,1.03198,1.144688,1.03198
Ag7F31Zr6,2.781888,4.836982,3.499896,5.454766
Ag7S6Ta1,0.743663,1.687763,1.568139,2.401703
Ag8Ge1Se6,0.0,0.6717209999999998,0.0,0.6717209999999998
Ag8Se6Sn1,0.0,0.757444,0.0,0.757444
Ag9Ge2I1O8,0.0,0.554334,0.0,3.187527
Al0.75B0.25N1,3.366415,4.636373,3.67545,4.959304
Al12Ba20F76,7.003429,9.118025,7.634953,9.118025
Al1As1,1.489791,2.153546,4.221555,5.090414
Al1As1Cu1O5,2.04393,4.159026,2.174252,4.311445
Al1As2K2Na1,1.066456,1.773953,2.536205,3.257551
Al1As2Li3Mo2O14,2.605561,4.00795,2.605561,4.00795
Al1As2Na3,0.909301,1.5931729999999997,2.315774,3.093247
Al1As3Ba3,0.6511480000000001,1.248015,0.977367,1.578996
Al1As3Ca3,0.7083599999999999,1.311858,0.7083599999999999,1.311858
Al1As3Cl4S5,2.321321,3.248365,2.435533,3.358672
Al1As3Sr3,0.9607050000000004,1.5900660000000002,0.9607050000000004,1.5900660000000002
Al1As4Ca3Na3,0.902245,1.552175,0.902245,1.552175
Al1B14Li1,1.270757,1.9282830000000004,3.474876,4.366534
Al1B1Ba1F2O3,6.082204,7.612058,7.292388,8.810427
Al1Ba1D1Ge1,0.679141,1.132928,1.887804,2.506383
Al1Ba1D1Si1,0.690295,1.134707,1.845399,2.467229
Al1Ba1D5,2.6874740000000004,3.6212919999999995,3.008324,3.965049
Al1Ba2D7,2.8817640000000004,3.8889739999999997,3.544204,4.55551
Al1Ba2In1O5,2.036233,3.35289,2.036233,3.35289
Al1Ba3P3,0.6795580000000001,1.3087139999999997,1.049946,1.678662
Al1Ba3Sb3,0.464569,0.983476,0.464569,0.983476
Al1Be1La3S7,2.189291,3.035312,2.752368,3.718598
Al1Bi1Br6,2.569294,3.5650779999999997,2.569294,3.5650779999999997
Al1Bi1Cl4S1,2.872255,3.758032,3.042048,3.928529
Al1Bi1Cl4Se1,2.622236,3.431199,2.823158,3.638679
Al1Bi1Cl4Te1,2.174665,2.865216,2.389438,3.098085
Al1Bi1O3,2.837758,3.959969,4.178888,5.329208
Al1Bi2Br1Cl4Se2,1.141851,1.893011,2.207981,3.079613
Al1Bi2Br1Cl4Te2,0.908967,1.516246,1.819128,2.481593
Al1Br1Cl4Sb2Te2,0.5683880000000001,1.133175,1.483022,2.077006
Al1Br1H6O4,4.871337,6.234452,7.7096,9.131088
Al1Br3,4.029907,5.270942,4.029907,5.270942
Al1Br3N1S1,1.782602,2.706231,1.921581,2.884963
Al1Br3N1Se1,1.814288,2.645221,1.977498,2.854556
Al1Br4Cu1,2.829613,3.820556,3.973486,5.010044
Al1Br7Se1,2.203337,3.1551310000000004,2.309567,3.265408
Al1Br8Nb1,1.525996,2.508346,1.618485,2.609943
Al1C1O1Sc1,1.220862,2.221806,2.686178,3.971722
Al1C3Cl2H8N1,5.2536369999999994,6.598181,6.029678,7.434886
Al1Ca1D1Si1,0.325889,0.829923,1.329296,2.023644
Al1Ca1Li1N2,2.787939,4.019538,3.349536,4.560726
Al1Ca2Cl1F2H8O12S2,5.554661,7.135643,6.997104,8.905076
Al1Ca2F7H2O1,6.735944,8.893557999999999,6.735944,11.061816
Al1Ca3N3,2.518071,3.5588710000000003,3.344258,4.609648
Al1Ca3Na3Sb4,0.458572,1.002877,0.458572,1.002877
Al1Ca3Sb3,0.2903539999999998,0.7945980000000006,0.2903539999999998,0.7945980000000006
Al1Cd1Cl4,2.642832,3.382704,4.654256,5.302481
Al1Cd1La3S7,2.442212,3.42489,2.751545,3.762274
Al1Ce1O3,2.6913359999999997,3.3078390000000004,2.6913359999999997,3.3078390000000004
Al1Cl1H6O4,5.130938,6.964871,7.761221,9.716886
Al1Cl3,5.272345,6.728762,5.272345,6.728762
Al1Cl4Cu1,3.331871,4.380047,4.920134,6.059649
Al1Cl4N1S2,2.187135,3.119265,2.189192,3.124669
Al1Cl4N2S2,1.213528,2.212489,1.268516,2.267903
Al1Cl4Sb2Se2,1.101103,1.71287,1.349122,2.00281
Al1Cl4Sb5Se5,1.202957,1.832722,1.658506,2.324647
Al1Cl6I1,2.226835,3.452698,2.272358,3.520595
Al1Cl6I3,1.7399930000000001,2.690537,1.795374,2.690537
Al1Cl6N1S2,1.802821,2.883206,1.871836,2.956922
Al1Cl7S1,2.669592,3.989362,2.709898,4.030154
Al1Cl7Se1,2.036559,2.987178,2.169524,2.987178
Al1Cl8Nb1,2.028455,3.208821,2.094048,3.281579
Al1Cr1La3S7,0.0,0.858326,0.0,1.097321
Al1Cs1Cu1F6,2.307061,4.479097,2.38781,4.564591
Al1Cs1D4,4.8883,6.028108,4.969114,6.127185
Al1Cs1F4H4O2,6.403445,8.472137,8.698663,10.779127
Al1Cs1F6Pd1,0.743379,3.669237,0.778892,3.724262
Al1Cs1H8N4,3.160737,4.57866,4.675695,6.050786
Al1Cs1Te3,1.287018,2.067242,1.539322,2.342183
Al1Cs2F6Na1,6.808125,8.961626,6.808125,10.784744
Al1Cs3Te3,2.1589849999999995,2.921594,2.675621,3.477356
Al1Cs6K3Sb4,0.648889,1.25775,0.648889,1.25775
Al1Cs6Sb3,0.5142709999999999,1.0442270000000002,1.324528,1.880284
Al1Cu1F6K1,2.357642,4.563502,2.386547,4.596017
Al1Cu1O2,2.086201,3.4235510000000007,5.784578,6.871229
Al1Cu1S2,2.16183,3.038984,2.16183,3.038984
Al1Cu1Se2,1.281879,2.083205,1.281879,2.083205
Al1Cu1Te2,1.265878,1.8808039999999995,1.265878,1.8808039999999995
Al1D1Ge1Sr1,0.607422,1.12663,1.831273,2.48888
Al1D1Si1Sr1,0.574812,1.080394,1.708847,2.36426
Al1D3,3.152306,4.214296,4.903325,5.97814
Al1D4Li1,4.235876,5.312943,4.915879,6.011663
Al1D6Li1Na2,2.74987,3.787144,6.359598,7.548496
Al1F3,7.434368,9.697908,13.401089,15.920531
Al1F5Mn1,4.871047,6.107873,4.871047,6.107873
Al1F6K2Li1,7.389114999999999,9.644356,7.389114999999999,9.644356
Al1F6K2Na1,6.907957,9.111691,6.907957,9.111691
Al1F6Li1Pd1,1.055062,3.994774,1.055062,3.994774
Al1F6Pd1Rb1,0.698308,3.584157,0.710712,3.600739
Al1F7Mg1Na2,6.754143,8.967614,9.2712,11.502221
Al1F9H2O1Pb3,4.671893,6.092047,4.872296,6.269208
Al1Fe1O3,2.336546,3.615348,2.467676,3.815205
Al1Fe1S7Y3,0.634579,3.137348,0.709507,3.232001
Al1Fe2V1,0.0,1.2205529999999998,0.0,2.269166
Al1Ge1Li1,0.047251,0.4649190000000001,1.955053,2.510287
Al1H1Li1O7Si2,3.4609039999999998,5.371637,3.834463,5.674339
Al1H1O5S1,5.683252,7.727687,7.379384,9.563241
Al1H3,2.483256,3.579317,5.73423,6.943554
Al1H3Sr1,0.0,0.364076,0.0,2.783279
Al1H4Li1,4.446892,5.572689,5.297428,6.447724
Al1H6I1O4,4.332996,5.464676000000001,5.841008,7.06462
Al1H6K2Li1,2.579931,3.612717,3.948565,5.023219
Al1H6La1,2.4748319999999997,3.3587689999999997,3.401292,4.89226
Al1H6Na3,2.934711,3.9877380000000002,2.934711,3.9877380000000002
Al1H8K1N4,3.598326,4.540174,3.753021,4.734068
Al1I3,3.179553,4.197041,3.303548,4.33876
Al1I6Sb1,2.187051,2.916677,2.51912,2.916677
Al1I7Te1,1.848293,2.587967,1.993946,2.732671
Al1I8P1,1.542083,2.253915,1.569575,2.281867
Al1In1Se3,0.68397,1.1196260000000002,1.072721,1.536084
Al1K1O2,2.972557,4.486168,5.542495,7.135862
Al1K1Sb4,0.379631,0.8585179999999997,0.379631,0.8585179999999997
Al1K1Te2,1.677772,2.483835,3.162269,2.483835
Al1K2Li1P2,1.951642,2.684185,2.74235,3.508344
Al1K2Na1P2,1.577505,2.329582,2.703968,3.422235
Al1K3O3,2.796987,4.239724,5.17521,6.740253
Al1K3Se3,2.389011,3.340181,3.579853,4.552028
Al1K3Te3,2.131083,2.9016070000000003,2.46624,3.271707
Al1K6Na3Sb4,0.719607,1.28874,1.680847,2.239004
Al1La3Mg1S7,2.428324,3.415463,2.918212,3.949757
Al1La3Mn1S7,2.195952,3.014137,2.440109,3.262656
Al1La3Ni1S7,2.055486,2.536749,2.159741,2.644249
Al1La3S7V1,1.719713,2.459211,1.988494,2.738769
Al1La3S7Zn1,2.471621,3.461313,2.921412,3.944925
Al1Li1Na2P2,1.894031,2.580638,1.987717,2.701111
Al1Li1P2S6,2.71373,3.742507,3.498971,4.577838
Al1Li1Si1,0.12020900000000001,0.5192579999999998,1.75632,2.308495
Al1Li1Te2,2.414548,3.1307830000000005,2.414548,3.1307830000000005
Al1Li3N2,2.977492,4.147426,3.344648,4.528501
Al1Mn1S7Y3,2.21608,3.042578,2.408414,3.258145
Al1Mo1O7V1,2.293078,3.35424,2.30628,3.367309
Al1N1,4.575896,5.959914,12.15669,13.813227
Al1Na1P2S6,2.639114,3.720741,3.474739,4.602738
Al1Na1P3Sr2,0.288977,0.964721,0.288977,0.964721
Al1Na1Se2,2.210847,3.1743740000000003,3.607989,4.545318
Al1Na1Te2,1.225844,1.9380300000000004,1.225844,1.9380300000000004
Al1Na3P2,1.471372,2.2110550000000004,2.820427,3.498923
Al1Na3S3,3.164502,4.251224000000001,4.309789,5.357794
Al1Na3Se3,2.412329,3.413674,3.543353,4.486297
Al1Na3Te3,2.108717,2.8526619999999996,2.650191,3.436779
Al1Nb1Ru2,0.0,0.22608100000000064,0.0,1.225756
Al1Ni1S7Y3,1.987879,2.811042,2.068605,2.924806
Al1O1,0.0,-0.054436,0.0,-0.054436
Al1O2Tl1,2.178953,3.34681,2.664115,3.848784
Al1O3Rb3,2.612866,4.017992,2.612866,4.017992
Al1O4P1,0.0,0.862471,0.0,2.015404
Al1O4Si1Tl1,3.793886,5.082682,3.793886,5.082682
Al1O4W1,1.123838,2.290613,2.200337,3.406145
Al1P1,1.625093,2.327076,3.118446,4.039265
Al1P1S4,2.835149,4.024227,3.357863,4.602184
Al1P3Si1,0.283553,0.8619399999999997,1.595494,2.255594
Al1Rb6Sb3,0.257908,0.7727759999999999,1.261712,1.782014
Al1S2Tl1,1.8958830000000004,2.601421,2.068456,2.771432
Al1Sb1,1.21879,1.875019,1.253654,2.007636
Al1Sb3Sr3,0.533118,1.0662479999999999,0.533118,1.0662479999999999
Al1Se2Tl1,0.532521,1.081251,2.412052,3.126696
Al1Si1Te3,1.215064,1.8338200000000002,1.436513,2.073362
Al2As3K3,1.11578,1.9569699999999999,1.11578,1.9569699999999999
Al2As4Ba3,1.064508,1.7116419999999994,1.064508,1.7116419999999994
Al2As4Ca3,1.0718570000000005,1.7126320000000006,1.125538,1.817656
Al2As4Sr3,1.1433990000000005,1.788977,1.1433990000000005,1.788977
Al2B2O7Sr1,4.6832400000000005,6.3308729999999995,6.898117,8.787011
Al2Ba1Ge2,0.0,0.03276500000000038,0.0,0.611165
Al2Ba1Te4,1.5065129999999995,2.182369,1.5065129999999995,2.182369
Al2Ba3N4,1.5788479999999998,2.529198,2.046243,3.003688
Al2Ba3P4,1.2376049999999998,1.9734500000000001,1.415915,1.9734500000000001
Al2Bi1S4,2.658508,3.3529799999999996,2.85018,3.597554
Al2Bi1Se4,2.267085,3.018357,2.517405,3.205549
Al2Bi2Cl8Cu2S3,1.710372,2.400109,1.710372,2.400109
Al2Br8Ti1,0.229387,2.869409,0.233132,2.882148
Al2C2Mg1,1.742829,2.520752,4.945338,6.001796
Al2C4Cl7O4Rh1,2.012585,3.470158,2.167237,3.651528
Al2Ca1H4O10Si2,5.023701000000001,7.005287,5.023701000000001,7.005287
Al2Ca2O9Sn2,2.862122,4.555531,3.797739,5.741225
Al2Ca3Ge3,0.0,0.054683999999999955,0.0,0.405282
Al2Ca3N4,2.5455999999999994,3.774883,2.5455999999999994,3.774883
Al2Ca3P4,1.2426060000000003,1.9250999999999996,1.2426060000000003,1.9250999999999996
Al2Ca5Sb6,0.135669,0.598217,0.135669,0.598217
Al2Cd1S4,2.466489,3.531374,3.095174,4.060286
Al2Cd1Se4,1.241784,2.196484,2.859966,3.731976
Al2Cd1Te4,1.590846,2.336457,1.590846,2.336457
Al2Cl8Co1,2.568333,4.240625,2.606922,4.240625
Al2Cl8Cu1,1.184987,2.760656,1.184987,2.760656
Al2Cl8Ni1,3.114368,4.14391,3.145914,4.179564
Al2Cl8Pd1,1.574007,3.244535,1.61171,3.28132
Al2Cl8Ti1,0.22302199999999983,2.900937,0.285461,2.960879
Al2Cl8V1,3.4038,4.408342,3.444213,4.461952
Al2F1K4Nb11O20,0.659608,1.134931,0.823581,1.365098
Al2Fe1S4,1.479507,1.8753839999999995,2.366761,1.8753839999999995
Al2Fe3Si3,0.242306,1.011507,0.242306,1.011507
Al2H1Li2O14Si4,0.438706,3.298499,1.041786,3.298499
Al2H4O9Si2,4.940226,6.847053000000001,7.931879,9.927102
Al2Hg1S4,1.319377,2.3344869999999998,1.319377,2.3344869999999998
Al2Hg1Se4,0.363297,1.2325969999999997,2.228353,3.116303
Al2Hg1Te4,1.062955,1.7462559999999998,1.062955,1.7462559999999998
Al2Mg1S4,1.998523,3.062862,1.998523,3.062862
Al2Mg1Se4,1.039925,1.9753350000000003,1.662192,2.597922
Al2Mg2Se5,1.13078,2.0295859999999997,1.646856,2.53709
Al2Mn1O4,3.223252,4.486041999999999,3.223252,4.486041999999999
Al2Mn1S4,2.272817,3.148453,2.688681,3.585959
Al2Mn1Te4,1.002967,1.632262,1.462184,2.137149
Al2N4Sr3,1.9299019999999998,2.98568,2.683613,3.759107
Al2Na7Sb5,0.240945,0.7312060000000002,0.980442,1.529866
Al2O3,0.0,0.715098,0.0,3.167473
Al2O5Ti1,2.767436,4.320189,3.0239,4.58374
Al2Os1,0.32543,0.9806,3.399692,4.124687
Al2P3S9,2.279218,3.313121,2.321605,3.313121
Al2P4Sr3,1.3102009999999997,1.9648889999999999,1.3102009999999997,1.9648889999999999
Al2Pb1S4,2.64526,3.5206470000000003,2.64526,3.5206470000000003
Al2Ru1,0.0,0.432674,0.0,3.194828
Al2S3,1.690929,2.612279,2.765382,3.756181
Al2S4Zn1,2.467956,3.3952710000000006,3.207468,4.182953
Al2Se3,1.811014,2.77101,2.356388,3.267289
Al2Se4Sr1,3.016444,4.004557,3.519488,4.482161
Al2Se4Zn1,1.587598,2.481795,2.841585,3.709666
Al2Te3,1.812705,2.517248,1.985828,2.712776
Al2Te4Zn1,1.684232,2.371072,1.684232,2.371072
Al2Te5,0.924117,1.571439,0.924117,1.571439
Al3Bi5Br12,1.627636,2.207224,1.627636,2.207224
Al3Bi5Cl12,1.820948,2.393165,1.920407,2.50384
Al3C2O5Sc3,0.382891,1.271108,1.161765,2.350434
Al3C3Sc1,0.035337,0.7610479999999997,1.987639,3.066435
Al3C3Y1,0.0,0.6194489999999995,0.0,3.504248
Al3H3O10Si2,5.4772620000000005,7.4082680000000005,7.851676,9.912755
Al3I1Te3,2.014175,2.693465,2.393274,3.114711
Al3Li1N4Sr1,2.914972,4.090283,3.727479,4.980984
Al3Mo1,0.0,0.090643,0.0,1.04421
Al4Ba1Se7,2.4512899999999997,3.379133,2.825366,3.379133
Al4Bi2O9,2.61805,3.810564,2.61805,3.810564
Al4C3,1.304425,2.157612,4.065129,5.146259
Al4C4Si1,0.0,0.03496900000000025,0.0,1.701136
Al5C3N1,0.850341,1.620881,2.283181,3.398081
Al5Na1O12Ti2,2.53627,4.086174,2.547244,4.101078
Al6C3N2,0.0,0.352107,0.0,3.102803
Al6Cd4O12S1,2.751429,4.30166,4.853999,6.675675
Al6Cd4O12Te1,2.606044,3.833607,4.559851,5.877167
Al6Ge5,0.45047,0.879298,0.930427,1.3968
Al6O12Sr4Te1,2.874187,3.813551,4.664251,5.642536
Al7Te10,1.364254,2.059806,1.546954,2.253884
Al8Mo3,0.0,0.140491,0.0,1.908145
Ar,8.622969,10.280692,8.622969,10.280692
As,0.0,0.436249,0.0,2.369878
As12Sn3Sr14,0.8878650000000001,1.423423,1.358756,1.808205
As14Ba3,0.0,1.685786,0.0,1.89198
As1Au1K2S4,0.699347,1.621139,0.699347,1.621139
As1Au1Na2,0.337725,0.757571,2.665446,3.319953
As1Au1O4,1.884706,3.46267,2.165693,3.761299
As1B1,1.193382,1.859541,3.248807,4.090218
As1B1Ba3O3,1.442249,2.255554,2.199803,2.982207
As1B6,2.649788,3.469607,4.584563,3.469607
As1Ba1Cd1F1,0.962178,1.671993,0.962178,1.671993
As1Ba1Cu1,0.0,0.19183600000000034,0.0,1.326533
As1Ba1F1Mn1,1.3711289999999998,1.9390719999999995,1.3711289999999998,1.9390719999999995
As1Ba1F1Zn1,0.455467,0.961527,0.455467,0.961527
As1Ba1K1Se3,1.541677,2.321607,1.911035,2.711702
As1Ba1Li1,0.5743109999999998,1.1942829999999998,0.5743109999999998,1.1942829999999998
As1Ba1O6V1,2.680558,3.898394,2.824742,4.037934
As1Ba2Ga1Se5,1.750476,2.503165,1.875702,2.624726
As1Be1Li1,0.978472,1.5994820000000005,3.140101,3.878857
As1Be1Na1,1.289079,1.9947700000000004,3.807573,4.796996
As1Bi1Cd2O6,2.024096,3.425508,3.430475,4.954517
As1Bi1Co1O5,2.59845,3.689544,2.953085,4.208657
As1Bi1Cu2O6,0.957009,3.006038,1.731728,3.845697
As1Bi1Mn1O5,2.58171,3.471094,3.243529,3.471094
As1Bi1O4,2.735978,4.071243,3.767067,5.224218
As1Bi1O5Pb1,2.329929,3.592789,3.447133,4.739053
As1Br1Cd1Hg1,0.941428,1.725218,1.900353,2.754882
As1Br1Hg3O4,1.865104,2.883472,2.151064,3.184531
As1Br1Hg3S4,1.449609,2.3373790000000003,2.567349,3.554799
As1Br1Hg3Se4,1.229076,2.017197,2.287628,3.156289
As1Br3,1.52531,2.118892,2.723591,3.425297
As1Br3Ca3,1.65122,2.5790419999999994,1.65122,2.5790419999999994
As1Br3F6,1.593998,2.939668,1.723929,3.069606
As1Br5F6,1.479699,2.68916,1.565944,2.75073
As1C2Cs1H6Se2,2.220115,3.278315,2.220115,3.278315
As1C3H6N1,4.301936,5.471742,4.751376,5.992781
As1Ca1,0.0,0.327781,0.0,2.431193
As1Ca1Co1H1O5,2.265958,3.664036,2.948321,4.533477
As1Ca1Cu1,0.114498,0.7525250000000003,0.950254,1.635135
As1Ca1Cu1H1O5,1.857345,3.956969,2.088007,4.211723
As1Ca1H1Ni1O5,2.858137,4.024344,3.729342,4.93041
As1Ca1H1O5Zn1,3.11076,4.39081,3.11076,4.39081
As1Ca1Li1,1.0781509999999996,1.7941690000000001,1.0781509999999996,1.7941690000000001
As1Ca1Rb1,1.292989,1.9656079999999998,2.166811,2.957575
As1Ca2,0.0,0.470716,0.0,0.974696
As1Ca2I1,1.5511110000000001,2.287013,3.002506,3.983968
As1Ca3Cl3,1.823492,2.8082540000000003,1.823492,2.8082540000000003
As1Ca3N1,0.678164,1.4867909999999998,0.678164,1.4867909999999998
As1Cd1,0.185916,0.800084,0.592992,1.277001
As1Cd1K1,0.140021,0.7351050000000001,1.650347,2.357168
As1Cd1Na1,0.0,0.104953,0.0,0.104953
As1Cd1Na1S3,1.887832,2.839843,2.422788,3.335077
As1Cd2Cl2,1.061785,1.8463699999999998,1.779911,2.649841
As1Cd2F1O4,1.676215,3.39319,3.786938,5.5587
As1Cd3Cl3,1.439229,2.354521,3.162106,4.154677
As1Cl13Nb1P1,2.287872,3.217653,2.287872,3.217653
As1Cl13P1Sb1,1.93155,2.971939,2.244467,3.293928
As1Cl13P1Ta1,2.629029,3.832888,2.675204,3.832888
As1Cl1Co2O4,2.683688,4.159088,2.747403,4.486579
As1Cl1Cu2O4,1.001013,3.02921,1.186431,3.088924
As1Cl1Hg3O4,2.058358,3.153991,2.498551,3.612342
As1Cl1Hg3S4,1.339571,2.2190779999999997,2.456752,3.381253
As1Cl2F3,2.828046,4.752707,2.997979,4.932708
As1Cl2Hg2,1.237938,2.089296,2.503402,3.466404
As1Cl3,3.761162,4.887025,3.999139,5.1843
As1Cl3O1,2.410055,3.869446,2.759407,4.206335
As1Cl5,1.313155,2.661599,1.508534,2.877074
As1Co1H1O5Sr1,2.2443100000000005,3.7815939999999997,2.844257,4.77831
As1Co1Li1O4,2.302838,3.67756,2.302838,3.67756
As1Co1S1,0.839049,1.672478,1.390205,2.284462
As1Co1Se1,0.343078,1.016387,0.707263,1.418528
As1Cr1O4,2.175372,3.733113,2.356351,3.94807
As1Cs1,0.607366,1.291991,0.721474,1.394131
As1Cs1Se2,1.376238,2.037158,1.42507,2.037158
As1Cs2Te3,0.301394,0.6055090000000001,0.731336,1.015083
As1Cs3,0.0,0.34036,0.0,1.329922
As1Cs3Ge1Se5,1.772939,2.637075,1.936824,2.637075
As1Cs3Nb2Se11,1.124944,1.862228,1.427912,2.21155
As1Cs3Se4,1.299365,2.274952,1.299365,2.274952
As1Cu1F7,2.5434729999999997,4.765879,4.884377,6.362187
As1Cu1H1O5Zn1,1.93333,3.94624,1.965992,3.976037
As1Cu1K2,1.09177,1.746809,2.38414,3.142841
As1Cu1Mn1,0.066064,0.45847,1.01195,1.524371
As1Cu1Na2,0.860563,1.289488,2.046026,2.800167
As1Cu1O4Pb1,2.056132,3.113925,3.40574,4.408944
As1Cu1O4Tl1,1.058524,3.436032,1.561062,3.474681
As1Cu1O4Tl2,1.70902,2.617543,3.04751,4.12736
As1Cu1Pb1S3,1.044544,1.714117,1.280173,1.972555
As1Cu1S1,0.086606,0.5779740000000002,0.340651,0.933793
As1Cu1Se2,0.325344,0.5757689999999998,2.000964,2.448531
As1Cu1Sr1,0.24238500000000052,0.7583659999999997,0.993826,1.648905
As1Cu2K1S3,1.43394,2.159953,1.76196,2.494161
As1Cu3S4,0.240142,0.9561779999999995,0.240142,0.9561779999999995
As1Cu3Se4,0.0,0.04960000000000031,0.0,0.223679
As1Cu4K1S4,1.627197,2.330067,1.925408,2.330067
As1F11H1N1S1Xe1,2.531669,4.195956000000001,2.631822,4.306595
As1F12I1,0.680582,2.738961,0.680582,2.738961
As1F12Li1Xe3,2.762341,4.416602,2.766009,4.416602
As1F1Mn1Sr1,1.339137,1.8983160000000003,1.339137,1.8983160000000003
As1F1Sr1Zn1,0.914581,1.467041,0.914581,1.467041
As1F3,5.310582,6.769411,5.502892,6.995119
As1F5,4.551216,7.001308,4.551216,7.001308
As1F5N4S4,1.72391,2.455939,2.162884,3.035052
As1F6H3O1,4.818524,7.305293,5.555593,8.078204
As1F6I1Se6,1.461651,2.266305,1.627963,2.451794
As1F6I3,1.321978,2.38596,1.450474,2.507796
As1F6I5,1.279169,2.285688,1.39095,2.366355
As1F6N1O2,2.868992,5.231202,3.108833,5.605788
As1F6N1S2,2.575922,3.167052,2.575922,3.167052
As1F7Hg1,2.382968,4.2390859999999995,3.057549,4.937437
As1F7Kr1,2.477038,4.679532,2.564774,4.772102
As1Fe1Li1O4,1.902739,2.490073,3.559687,4.225966
As1Fe1O4,1.788748,3.063724,1.995625,3.262808
As1Fe1Te1,0.6406790000000004,1.5568790000000003,1.224446,1.5568790000000003
As1Ga1,0.1812,0.952523,0.1812,0.952523
As1Ga1O4,2.977586,4.840491,4.992829,6.994201
As1Ge1,0.132596,0.648635,0.719442,1.221085
As1Ge1Se1,1.453316,2.235262,1.881127,2.619881
As1H1Hg1O5Zn1,1.542789,2.981224,3.664309,2.981224
As1H1Mn2O5,1.646337,2.758778,3.3916,4.660684
As1H1O4Pb1,2.962896,4.302123,2.962896,4.302123
As1H1O5Sr1Zn1,3.22124,4.5498840000000005,3.22124,4.5498840000000005
As1H1O5Te1,3.130457,4.597122,3.616863,5.09533
As1H1O5Zn2,2.667483,3.897368,4.411604,5.84451
As1H2In1O5,1.997647,3.797713,3.251404,5.25735
As1H2Mn1O5,1.481238,3.05986,3.53214,5.14275
As1H4Na1O6Zn1,3.295256,5.038712,3.295256,7.302541
As1Hg1O3,1.240243,2.601395,1.240243,2.601395
As1Hg1S3Tl1,0.124343,0.908073,0.124343,0.908073
As1Hg3I1Se4,1.2128720000000002,2.043278,2.013097,2.043278
As1Hg3O5,1.389799,2.381764,2.623231,2.918005
As1Hg3S3Sb1,1.454843,2.083132,1.696424,2.338597
As1Hg4I5,0.943776,1.7518479999999998,0.943776,1.7518479999999998
