smiles,ΔfH°(298.15 K)
CCCCC([CH2])(C)C,-4.8
CCCCCC([CH2])C,-2.04
CC(=O)CC(C)(C)C,-76.48
CC(C(C)C)C(C)C,-52.94
CC(CC(C)(C)C)C,-54.42
CC(CCC(C)C)C,-53.86
CC[C@@H](C(C)(C)C)C,-54.27
CC[C@@H](CC(C)C)C,-53.38
CC[C@H]([C@H](CC)C)C,-51.74
CCC(C(C)C)(C)C,-53.88
CCC(C(C)C)CC,-51.43
CCC(CC)(CC)C,-53.04
CCC[C@H](C(C)C)C,-52.28
CCCC(CC)(C)C,-53.86
CCCC(CC)CC,-50.57
CCCC(CCC)C,-51.46
CCCCC(C)(C)C,-55.07
CCCCCC(C)C,-51.96
CCCCCCCC,-50.0
O=CCC(=O)CC=O,-96.59
O=CCCC(=O)C=O,-95.89
[CH2]C#Cc1ccccc1,106.24
C#C[C](C#CC)C#CC,168.82
c1ccc2c(c1)C=C[CH]2,67.92
C#CC(C#CC)C#CC,154.37
C=CC(C#C)(C#C)C=C,149.26
CC#CC(C#C)(C#C)C,156.87
CCC(=C)CCOO,-31.22
CCC(C#C)(C#C)C#C,161.67
OOC(C(=C)C)(C)C,-39.2
OOC(C=C(C)C)C,-37.83
C#Cc1ccccc1[O],70.96
C#CCC1C=C[CH]C=C1,103.23
C#CC1=CC=CC1(C)C,71.3
C#Cc1cccc(c1)O,34.58
C#Cc1ccccc1O,34.34
C/C=C/C(C#C)(C#C)C,114.08
C=CC(C#C)(C=C)C=C,105.34
CC#C[C@@](C#C)(C=C)C,111.38
CC=C(C#CC)C#CC,98.51
CCC#CC1=CCC=C1,72.07
CCC(C#C)(C#C)C=C,116.1
CCC(COO)(C)C,-62.97
CCC(OO)(CC)C,-67.08
CCCC(OO)(C)C,-67.21
OC=CC(OO)(C)C,-71.86
OCCC(=C)COO,-65.78
OOC(C(=O)C)(C)C,-87.59
OOC(C(C)(C)C)C,-66.13
OOCCC(C)(C)C,-62.41
[CH2]CC/C=C/C=C/C#C,112.72
[CH2]CCC(=C)/C=C/C#C,112.97
[CH2]CCC(=C)C#CC=C,111.46
C=CCC/C=C/[CH]C#C,97.19
C=CCC[CH]C#CC=C,100.22
C/C=C/[C@@](C#C)(C=C)C,70.59
C/C=C/C1(C)C=CC=C1,36.4
C/C=C\C1(C)C=CC=C1,38.7
C=C=CC(C=C=C)(C)C,77.49
C=CC(C#CC)(C=C)C,68.08
C=CC(C=C)(C=C)C=C,63.52
CC#CC(C#CC)(C)C,74.28
CC(C(=O)C)(OO)O,-129.1
CCC(C#C)(C=C)C=C,72.75
CCC(OO)(CO)C,-99.3
CCC1(C=C)C=CC=C1,39.22
CCC1=C(C=C)CC=C1,30.13
OCCC(OO)(C)C,-101.07
OCCCCCOO,-92.27
OOC(C(=O)O)(C)C,-138.81
OOCC(=C)COO,-40.77
OOCC=CCOO,-36.83
OOCCCC(=O)O,-135.9
[CH2]CC/C=C/C=C/C=C,69.97
[CH2]CCC(=C)/C=C/C=C,70.19
[CH2]CCC(=C)/C=C\C=C,73.73
[CH2]CCC[C@@H](C#C)C=C,92.42
[CH2]CCCCC(=C)C#C,88.32
C/C(=C/CCC[CH2])/C#C,87.26
C/C(=C\CCC[CH2])/C#C,92.81
C/C=C/[C](/C=C/C)C=C,44.52
C=C/C=C/[C@H](C=C)C[CH2],74.77
C=C[C](C=C(C)C)C=C,45.94
C=CCC/C=C/[CH]C=C,53.4
C=CCC/C=C\[CH]C=C,55.47
C=CCC[C](C=C)C=C,53.1
C=CCCC[C@H](C#C)[CH2],93.53
C=CCCCC[CH]C#C,80.34
CCC[C]1C=CCC=C1,28.86
C/C=C/C(C=C)(C=C)C,29.58
C/C=C\C(C=C)(C=C)C,32.85
CC(=CC=C=C(C)C)C,29.48
CC(C1(C)C=CC=C1)C,7.3
CC1=C(C)C(=C(C1)C)C,-3.28
CCC1(CC)C=CC=C1,8.39
CCC1(CCCC1)C#C,25.42
CCCC1(C)C=CC=C1,8.21
OOCC(=O)COO,-84.36
[CH2]CC[C@@H](CC=C)C=C,51.36
[CH2]CCC/C=C/C=C/C,44.41
[CH2]CCC/C=C\C=C/C,46.7
[CH2]CCC/C=C\C=C\C,45.49
[CH2]CCCCC(=C)C=C,47.37
C/C(=C/CCC[CH2])/C=C,45.24
C/C(=C\CCC[CH2])/C=C,45.03
C=CCC[C@@H](C=C)C[CH2],51.58
C=CCC1([CH2])CCCC1,36.38
CCC1(O)C=C[CH]C=C1,-4.31
C/C=C/[C@@](C=C)(CC)C,-0.81
C/C=C/C(/C=C/C)(C)C,-3.84
C/C=C\[C@](C=C)(CC)C,2.03
C/C=C\C(/C=C/C)(C)C,-0.85
C/C=C\C(/C=C\C)(C)C,1.28
CCC(C=C)(C=C)CC,2.24
O=CC=CC=C(C=O)C,-40.0
[CH2]C[C@@H](C(C)(C)C)C=C,18.54
[CH2]CC(CCC=C)(C)C,19.81
[CH2]CC(CCC=C)CC,23.49
[CH2]CC/C=C/C(C)(C)C,16.39
[CH2]CC[C@@H](C(C)C)C=C,20.45
[CH2]CC[C@@H](CC=C)CC,23.0
[CH2]CCC(=C)C(C)(C)C,17.99
[CH2]CCC(CC=C)(C)C,19.41
[CH2]CCC/C=C/C(C)C,19.35
[CH2]CCC/C=C\C(C)C,20.32
[CH2]CCC[C@H](C=C)CC,21.56
[CH2]CCCC(C=C)(C)C,19.6
[CH2]CCCC/C(=C/C)/C,19.02
[CH2]CCCC/C(=C\C)/C,18.88
[CH2]CCCCC(=C)CC,20.6
[CH2]CCCCC/C=C/C,21.37
[CH2]CCCCC/C=C\C,22.45
[CH2]CCCCCC(=C)C,20.29
[CH2]CCCCCCC=C,24.08
C=CC[C@H](C(C)(C)C)[CH2],19.08
C=CC[C@H](C(C)C)C[CH2],21.44
C=CCC[C@@H](C(C)C)[CH2],21.38
C=CCC[CH]C(C)(C)C,16.72
C=CCCC[CH]C(C)C,19.49
C=CCCCC([CH2])(C)C,19.96
CC[CH]CCCCC=C,21.06
c1ccc2c(c1)C#CC=C2,124.7
c1ccc2c(c1)C=C=C=C2,127.4
CC#CC(C#C)(C#C)C#C,232.61
CC(=C(C(C)(C)C)C)C,-27.76
CC/C(=C(/C(C)C)\C)/C,-31.84
CC/C(=C(\C(C)C)/C)/C,-32.03
CCCC(=C(C)C)CC,-31.05
CCCCC(=C(C)C)C,-31.27
[C]1=Cc2c(C=C1)cccc2,95.05
C1=C[C]=C2C(=CC=C2)C=C1,126.37
C/C=C/C(C#C)(C#C)C#C,187.63
C/C=C\C(C#C)(C#C)C#C,190.2
CC([C@@H](C(C)(C)C)C)C,-58.35
CC(C(C(C)C)(C)C)C,-58.12
CC(CC(C)(C)C)(C)C,-59.8
CC(CC1(C)CO1)(C)C,-55.93
CC(CCC(C)(C)C)C,-61.9
CCC(=O)CC(=O)CC,-98.69
CCC(C(C)(C)C)(C)C,-58.78
CCC(CC)(CC)CC,-57.46
CCCC(=O)CC(=O)C,-97.79
CCCCCCCCC,-54.85
[CH]1C=CC2(C=C1)C=CC=C2,96.1
C[C]1C=Cc2c1cccc2,62.43
CC#C[C](C#CC)C#CC,157.9
CCCC(=C(C)C)OO,-42.64
OOC(C(=C)C)C(C)C,-43.01
CCCCC(OO)(C)C,-73.23
OOC(C(=O)C(C)C)C,-90.08
OOC(C(=O)C)C(C)C,-90.76
OOCC(=C)C(=O)CO,-89.42
OOCC(=CCO)C=O,-81.77
C#CCC1(O)C=C[CH]C=C1,62.23
CCC(C(=O)O)(OO)C,-144.55
OOC(CC(=O)O)(C)C,-147.78
C[C@@H](C1(C)C=C[CH]C=C1)O,-11.04
CC(C1(O)C=C[CH]C=C1)C,-10.38
C[C@@H](C1(O)C=C[CH]C=C1)O,-48.49
[CH2]c1ccc2c(c1)cccc2,68.0
C[CH]C(CCC(C)C)(C)C,-19.39
CC(=C)COOCC(=C)C,-12.36
CC(C(C)(C)C)C(C)(C)C,-60.18
Cc1ccc2c(c1)cccc2,27.45
CCC(C(C)(C)C)(CC)C,-60.63
CCC(C(C)C)(C(C)C)C,-60.24
CCC(C(CC)(C)C)(C)C,-61.86
CCC(CC(C)(C)C)(C)C,-63.45
CCC(CC(C)C)(CC)C,-62.63
CCCC(C(C)(C)C)(C)C,-63.97
CCCCCCCCCC,-59.68
[O]c1cccc2c1cccc2,25.02
OOC(C(C)(C)C)C(=C)C,-49.91
CCCCCCCOO,-63.46
OOC(C(C)(C)C)C(C)C,-74.26
OOC(CC(C)(C)C)(C)C,-78.6
C[C@@H](C1(O)C=C[CH]C=C1)C#C,56.29
Cc1cc(C)c(c(c1C)C)C,-16.57
OOC(C(=O)C(=O)OC)C,-147.51
OOC(C(=O)OC)C(=O)C,-153.82
C/C=C/CC1(O)C=C[CH]C=C1,14.58
[C]#Cc1cccc2c1cccc2,172.51
C#CC1=Cc2c([C]=C1)cccc2,158.41
CCC1=C(CCCC1)C(C)C,-34.0
[CH2]CCC[C@@H](C(C)(C)C)C=C,7.88
[CH2]CCCC/C=C/C(C)(C)C,6.4
[CH2]CCCC/C=C\C(C)(C)C,10.34
[CH2]CCCCC(=C)C(C)(C)C,7.91
[CH2]CCCCCCC/C=C/C,11.58
[CH2]CCCCCCC/C=C\C,12.59
[CH2]CCCCCCCC(=C)C,10.44
C[CH]CCCCCC/C=C/C,8.81
C[CH]CCCCCC/C=C\C,9.57
C[CH]CCCCCCCC=C,11.11
C=C=C1[CH]C=Cc2c1cccc2,102.49
C=C=C1C=Cc2c([CH]1)cccc2,104.26
C=CCC[C@@H](C(C)(C)C)C[CH2],10.63
C=CCCCC[CH]C(C)(C)C,6.79
C=CCCCCCC[C](C)C,7.64
C=CCCC[C@H](C(C)(C)C)[CH2],8.83
C1=CC=C(C=[C]1)c1ccccc1,111.09
CC(C(C(C)C)(C(C)C)C)C,-61.63
CC(C(C)(C)C)(C(C)(C)C)C,-62.05
CC(C(CC(C)(C)C)(C)C)C,-68.05
Cc1ccc2c(c1C)cccc2,21.0
CCC(C(C)(C)C)(CC)CC,-61.58
CCC(C(CC)(C)C)(CC)C,-63.46
CCC(CC(C)(C)C)(CC)C,-67.34
CCC(CC(CC)(C)C)(C)C,-66.87
CCCC(C(CC)(C)C)(C)C,-67.01
Cc1c(C)c(C)c(c(c1C)C)C,-20.68
c1ccc2-c3c([CH]c2c1)cccc3,77.09
C#Cc1cc2C=Cc3c2c(c1)ccc3,119.09
C#Cc1ccc2c3c1C=Cc3ccc2,118.33
c1ccc2c(-c3ccccc3C#C2)c1,136.76
[C]1=Cc2c(C=C1)ccc1c2cccc1,112.6
C1=C[C]=c2c(=C1)ccc1c2cccc1,111.39
C1=CC=c2c(=[C]1)ccc1c2cccc1,112.9
C1=Cc2c(C=[C]1)ccc1c2cccc1,112.83
C#Cc1ccccc1c1ccccc1,99.86
c1ccc2c(c1)c1ccccc1cc2,49.17
c1ccc2c(c1)cc1c(c2)cccc1,54.86
c1ccc(cc1)/C=C\c1ccccc1,58.88
Oc1ccccc1c1ccccc1O,-45.63
CC(c1ccccc1)(c1ccccc1)C,24.68
c1cc2ccc3c4c2c(c1)ccc4=C=C=C3,143.44
c1ccc2-c3c4c(-c2c1)cccc4ccc3,66.37
c1ccc(cc1)C1=[C]C=Cc2c1cccc2,128.73
C#CC(c1ccccc1)(c1ccccc1)C,91.6
O=C1c2ccccc2C(=O)c2c1cccc2,-22.47
Oc1cc2cccc3c2c2c1cccc2cc3,10.36
c1ccc2c(c1)c1ccc3c(c1cc2)cccc3,62.8
c1ccc2c(c1)c1ccccc1c1c2cccc1,61.73
c1ccc2c(c1)cc1c(c2)cc2c(c1)cccc2,66.29
c1ccc(cc1)c1ccc(cc1)c1ccccc1,60.56
c1ccc(cc1)c1ccccc1c1ccccc1,65.65
CC#CC(c1ccccc1)(c1ccccc1)C#C,150.61
c1ccc2c(c1)c1ccc3c4c1c(c2)oc4ccc3,47.25
CCCCCCOO,-57.57
[CH2]CC/C(=C/C)/C,29.13
CC=C=CC(=O)O,-50.94
