smiles,ΔfH°(298.15 K)
CCCC1CO1,-32.40
CCCCC=O,-54.35
CCCCCC,-39.49
COC(=O)C=C,-73.51
O=C1CCCO1,-88.95
O=C1COCC1,-68.88
O=CC(C)(C)C,-59.37
O=CCC(=O)C,-74.52
O=CCC(C)C,-56.43
O=CCCC=O,-70.31
O1C[C@@H]2[C@H](C1)O2,-42.90
OC=CC(C)C,-47.36
OC1=CCCO1,-64.74
OC1CCCC1,-56.68
OCC=C(C)C,-44.32
OCCCC=C,-41.27
OOCC=C=C,21.71
[CH2][C@@H]1OO[C@H]1C,28.53
[O][C@@H]1CCCO1,-38.09
C[C@@H]1[CH]COO1,13.43
C[C](C1OO1)C,16.35
C[CH][C@H]1COO1,31.20
CC1(C)[CH]OO1,25.22
O1CCO[CH]C1,-29.75
CC(=C)COO,-20.53
CC(=O)C(O)C,-98.12
CC(=O)CCO,-95.34
CC(C=C)OO,-21.50
CC(C1CO1)O,-69.21
CC[C@]1(O)CO1,-74.12
CC=CCOO,-19.60
CC1(CO)CO1,-70.35
CC1(O)CCO1,-80.79
CC1(O)COC1,-69.85
CC1CC(O1)O,-78.73
CC1COC1O,-75.81
CC1OC1(C)O,-79.08
CC1OC1CO,-69.45
CCC(=O)CO,-94.22
CCC(C=O)O,-90.27
CCC(CO)C,-72.09
CCC1(O)CO1,-74.50
CCC1OC1O,-72.71
CCCCCO,-70.98
CCOC(=O)C,-107.33
COC(=O)C=O,-108.37
COC1(O)CC1,-65.79
COOCC=C,-10.73
O=CC(O)(C)C,-95.16
O1CCOCC1,-75.50
OC1CCCO1,-92.98
OC1COC1C,-69.62
OC1COCC1,-83.64
OC1OC1(C)C,-78.08
OCC1CCO1,-67.78
OCC1COC1,-62.19
OCCC(C)C,-72.72
OCCC1CO1,-64.84
OCCCC=O,-86.94
OOCCC=C,-17.56
[CH]1C=C/C/1=C\C#C,153.51
C#C[C]1C=CC=C1,114.66
C#CC1(CC1)C#C,131.09
C#CC1=CC=CC1,86.30
C#CC1=CCC=C1,87.40
C#CC1C=CC=C1,93.52
C=C=C1C=CC=C1,85.01
C=CC#CCC#C,123.51
C=CC(C#C)C#C,129.86
C1=CC2=CCC2=C1,105.34
CC#CC(=C)C#C,118.01
CC#CC1=CC=C1,145.29
CC(=O)COO,-69.13
CC(C=O)OO,-65.18
CC(OO)CC,-52.67
CC=C(C#C)C#C,119.63
CCCCOO,-48.34
OOC(C)(C)C,-57.27
OOC1COC1,-39.58
OOCC(=C)O,-56.66
OOCC(C)C,-50.63
OOCC1CO1,-40.94
OOCCC=O,-62.00
[C]1=CC=CC=CC1,103.87
[CH](C#C)[C@@H]1CC=C1,127.36
[CH](C1=CCC1)C#C,114.91
[CH]=C/C=C/C=C=C,131.67
[CH]=C1[C@@H]2[C@H]1CC=C2,127.21
[CH]=CC1=CC=CC1,107.05
[CH]=CC1C=CC=C1,113.98
[CH]1CC=C[C@@H]1C#C,114.00
[CH2]c1ccccc1,50.89
C#C[C](C#CC)C,116.12
C#C[C]1CC=CC1,99.36
C#CC1=[C]CCC1,125.59
C#CC1=CC[CH]C1,108.14
C#CC1=CCC[CH]1,96.50
C[C]=C1C=CC=C1,101.74
C=[C]C1C=CC=C1,111.25
C=C/C=C\1/[CH]C=C1,110.90
C=C[C@H]1C=CC=[C]1,118.70
C=C[C](C#C)C=C,99.24
C=C[C]1C=CC=C1,71.17
C=C[CH]/C=C/C#C,99.09
C=C=C1CC=C[CH]1,87.24
C=C1[C@H]2[C@@H]1[CH]C=C2,103.83
C1[C@@H]2[C@@H]3[C]1[C@H]2C=C3,140.48
C1[CH]C=C[C@@H]1C#C,100.18
C1=C[C@@H]2[C@H](C=C1)[CH]2,109.56
C1=C[C@@H]2[C](C=C1)C2,103.26
C1=C[C@@H]2[C](C1)C=C2,110.90
C1=C[C@@H]2[CH][C@H]1C=C2,112.29
C1=C[C@H]2[C@@H]([CH]1)C=C2,96.57
C1=C[C@H]2[C](C1)C=C2,110.90
C1=C[C]2CC1C=C2,116.07
C1=CC=[C]C=CC1,102.36
C1=CC=CC=C[CH]1,68.05
C1=CC2(C=C1)C[CH]2,112.80
C1C[C]=C[C@@H]1C#C,129.40
C1CC=[C][C@H]1C#C,130.49
C1CC=C[C]1C#C,90.59
CC#C[C]1CC=C1,116.54
CC#C[CH]C#CC,114.18
CC#CC1=CC[CH]1,122.38
CC[C](C#C)C#C,121.64
CC1=CC=[C]C=C1,74.75
CC1=CC=C[C]=C1,73.57
CC1=CC=CC=[C]1,74.51
CCC#C[CH]C#C,120.16
CCC#CC1=C[CH]1,154.50
C#C[C@@H](C#CC)C,92.43
C#CC(C#C)(C)C,94.89
C#CC1=CCCC1,62.77
C#CC1CC=CC1,66.55
C/C=C(/C#C)\C=C,76.49
C/C=C(\C#C)/C=C,74.65
C/C=C/C(=C)C#C,75.44
C/C=C/C1=CC=C1,103.59
C/C=C\C(=C)C#C,79.47
C/C=C\C1=CC=C1,105.49
C=C/C=C/C1=CC1,92.15
C=C/C=C\C1=CC1,93.40
C=C=C1CCC=C1,60.43
C=C=CCC=C=C,95.28
C=C1[C@H]2[C@@H]1CC=C2,69.83
C=C1C=C[C@H]2[C@@H]1C2,54.80
C=C1C=CCC=C1,39.21
C=C1CC=CC=C1,43.19
C=CC(C#C)C=C,86.22
C=CC1=CC(=C1)C,100.71
C=CC1=CC=CC1,44.23
C=CC1=CCC=C1,45.23
C=CC1C=CC=C1,51.01
C1=C[C@@H]2[C@H](C=C1)C2,50.22
C1=C[C@@H]2[C@H](C1)C=C2,62.77
C1=C[C@@H]2C[C@H]1C=C2,56.27
C1=CC=CC=CC1,45.12
C1=CC2(C1)CC=C2,87.05
C1CC=C[C@H]1C#C,67.39
c1ccc2c(c1)O2,90.18
CC#C[C@@H]1CC=C1,87.06
CC#CC(=C)C=C,72.94
CC#CC1=CCC1,81.89
CC=C1C=CC=C1,42.30
CC1=C(C=C1)C=C,100.78
Cc1ccccc1,12.36
CCC(C#C)C#C,97.16
O=C=C1C=CC=C1,23.91
OOCOC=O,-106.14
[CH2]/C=C/[C@@H]1CC=C1,83.05
[CH2][C@@H]1[C@@H]2[C@H]1CC=C2,74.90
[CH2][C@H](C#C)CC=C,103.78
[CH2][C@H]1CC=CC=C1,68.48
[CH2]C[C@H](C#C)C=C,102.93
[CH2]C=C(C=C)C=C,64.35
[CH2]C1=CCC=CC1,52.93
[CH2]C1C=CCC=C1,69.02
[CH2]CC/C=C\C#C,98.64
[CH2]CC1C=CC=C1,70.67
[CH2]CCC(=C)C#C,99.21
[O]c1ccccc1,14.24
C#C[C]1CCCC1,72.11
C#C[CH]C1CCC1,94.61
C#CC1CC[CH]C1,84.22
C#CC1CCC[CH]1,85.20
C/C=C/[C]1CC=C1,74.52
C/C=C/1\[CH]CC=C1,50.29
C/C=C/C1=CC[CH]1,82.71
C/C=C\1/CC=C[CH]1,44.60
C/C=C\C1=CC[CH]1,86.63
C[C@@H]1C[C]=CC=C1,76.32
C[C@@H]1C=CCC=[C]1,76.07
C[C@H]1[C@H]2[C@@H]1[CH]C=C2,59.75
C[C@H]1C=CC[C]=C1,75.90
C[C@H]1CC=[C]C=C1,77.16
C[C@H]1CC=C[C]=C1,76.76
C[C@H]1CC=CC=[C]1,76.48
C[C](C#CC)C=C,71.30
C[C]1C=CC(=C1)C,43.06
C[C]1C=CCC=C1,39.09
C[CH]C1C=CC=C1,67.93
C=C[C@@H]1[CH]CC=C1,71.59
C=C[C@@H]1C[CH]C=C1,58.61
C=C[C@@H]1CC[C]=C1,87.35
C=C[C@H]1CCC=[C]1,88.13
C=C[C](C=C)C=C,60.64
C=C[C]1CC=CC1,55.40
C=C[C]1CCC=C1,46.29
C=C[CH]/C=C/C=C,55.59
C=C[CH]/C=C\C=C,60.87
C=C[CH]C=C1CC1,80.84
C=C[CH]C1=CCC1,70.87
C=C=C1CC[CH]C1,82.07
C=C=C1CCC[CH]1,68.83
C=C1[CH]CCC=C1,51.04
C=C1C[CH]C=CC1,52.27
C=C1C[CH]CC=C1,63.79
C=C1C=CC=C1[O],28.30
C=C1CC=C[C]1C,45.66
C=C1CCC=C[CH]1,43.60
C=CC1=[C]CCC1,81.88
C=CC1=CC[CH]C1,65.34
C=CC1=CCC[CH]1,54.79
C=CCC[CH]C#C,90.58
C1C=C[C@@H]2[C@H]([CH]1)C2,71.23
CC#C[C]1CCC1,89.03
CC(=C)[C]1CC=C1,74.35
CC(=C)C1=CC[CH]1,81.80
CC(=C1[CH]C=C1)C,81.06
CC[C](C#C)C=C,76.79
CC[C]1C=CC=C1,47.95
CC1=[C]C=CCC1,75.12
CC1=[C]CC=CC1,73.99
CC1=[C]CCC=C1,74.91
CC1=C[C]=CCC1,74.51
CC1=C[CH]C=C1C,43.66
CC1=C[CH]C=CC1,38.04
CC1=CC[C]=CC1,73.86
CC1=CC=[C]CC1,74.35
CC1=CCC[C]=C1,74.40
CC1=CCC=[C]C1,73.61
CC1=CCC=C[CH]1,39.19
CC1=CCCC=[C]1,75.22
CC1C=C[CH]C=C1,41.74
O=[C]C1C=CC=C1,47.51
O=C1[C@H]2[C@@H]1[CH]C=C2,58.79
O=C1C=C[CH]C=C1,12.20
OC1=CC=[C]C=C1,42.55
OC1=CC=C[C]=C1,40.63
OC1=CC=CC=[C]1,42.22
C#CC1(C)CCC1,55.07
C#CC1CCCC1,39.35
C/C=C/[C@@H]1CC=C1,48.29
C/C=C/1\CCC=C1,18.33
C/C=C/C(=C)C=C,35.57
C/C=C/C=C/C=C,31.51
C/C=C/C=C\C=C,32.97
C/C=C/C=C=CC,45.53
C/C=C/C1=CCC1,41.72
C/C=C/CC#CC,48.42
C/C=C\[C@@H]1CC=C1,52.86
C/C=C\1/CCC=C1,19.22
C/C=C\C(=C)C=C,36.48
C/C=C\C=C/C=C,34.28
C/C=C\C=C\C=C,32.69
C/C=C\C=C=CC,46.65
C/C=C\C1=CCC1,47.14
C/C=C\CC#CC,49.97
C[C@@H](C#CC)C=C,49.44
C[C@@H]1CC=C1C=C,42.31
C[C@]1(CC=C1)C=C,47.63
C[C@H](C#C)/C=C/C,51.85
C[C@H](C#C)/C=C\C,53.22
C[C@H]1C=C[C@@H]1C=C,48.31
C[C@H]1C=C[C@H]1C=C,49.03
C[C@H]1CC(=C1)C=C,42.19
C[C@H]1CC=CC=C1,18.00
C=C[C@@H]1CCC=C1,26.32
C=C=C1CCCC1,35.61
C=C=CC(=O)C=C,30.77
C=C=CC=C(C)C,44.58
C=C1CC=C[C@@H]1C,26.12
C=c1ccc(=C)o1,10.17
C=C1CCC=CC1,19.86
C=C1CCCC=C1,15.93
C=C1CCCC1=C,22.30
C=C1OC=CC=C1,13.34
C=CC(C#C)(C)C,51.76
C=CC(C=C)C=C,45.27
C=CC=C=C(C)C,44.87
C=CC=C=CC=O,32.40
C=CC=CC=C=O,19.60
C=CC1(C=C)CC1,46.84
C=CC1=CCCC1,20.07
C=CC1CC=CC1,25.95
C=Cc1ccco1,3.51
C=Cc1cocc1,6.29
C=CCC1=CC1=O,45.71
C1[C@@H]2[C@H]1[C@H]1[C@@H](C2)C1,43.42
C1[C@H]2[C@@H]1[C@H]1[C@@H](C2)C1,37.55
C1=C[C@H]2[C@@H](C1)CC2,28.83
C1=CC[C@H]2[C@@H](C1)C2,28.57
C1=CC=CC=CO1,21.83
C1C[C@@H]2[C@H](C1)C=C2,33.18
C1C[C@@H]2C[C@H]1C=C2,18.08
C1C[C@H]2[C@@H]1[C@H]1[C@@H]2C1,57.26
C1C[C@H]2[C@@H]1C12CC1,67.88
C1C=C[C@@H]2[C@H](C1)C2,28.11
C1CC=CC=CC1,23.50
C1CC=CC1=C=O,8.61
C1CC2=C(C1)CC2,43.10
C1CC21CC12CC1,75.11
CC#CC=C(C)C,41.26
CC#CC1CCC1,53.39
CC(C1=CC=C1)C,79.84
CC[C@@H](C#C)C=C,54.12
CC=C(C=C)C=C,36.90
CC=C1CC=CC1,22.27
CC1(C)C=CC=C1,18.38
CC1=C(C)CC=C1,14.31
CC1=C(CC1)C=C,39.09
CC1=C[C@H](C1)C=C,45.27
CC1=CC[C@H]1C=C,44.96
CC1=CC=C(C1)C,16.13
CC1=CC=CCC1,15.69
CC1=CCC(=C1)C,13.90
CC1=CCC=C1C,13.56
CC1=CCC=CC1,15.98
CC1=CCCC=C1,16.35
CCC1=CC(=C1)C,75.87
CCC1=CC=C1C,76.37
CCC1=CC=CC1,18.13
CCC1=CCC=C1,17.81
CCC1C=CC=C1,20.77
CCCC1=CC=C1,81.85
O=C1[C@@H]2C=C[C@H]1C2,26.75
O=C1[C@H]2[C@@H]1CC=C2,27.31
O=C1C=CC=C1C,3.80
O=CC1=CC=CC1,2.19
O=CC1C=CC=C1,5.61
Oc1ccccc1,-21.77
[CH2][C@@H]1CCC=CC1,40.72
[CH2][C@@H]1CCCC=C1,41.64
[CH2][C@H]1CCC(=C)C1,47.40
[CH2]C/C=C/C(=C)C,54.51
[CH2]C/C=C/CC=C,62.38
[CH2]C/C=C\CC=C,63.46
[CH2]C1(C)CC=CC1,46.48
[CH2]C1(C)CCC=C1,45.79
[CH2]C1(O)C=CC=C1,38.91
[CH2]C1=CCCCC1,25.50
[CH2]CC(=C)CC=C,60.77
[CH2]CC(C=C)C=C,62.54
[CH2]CC/C=C/C=C,57.31
[CH2]CC/C=C\C=C,58.45
[CH2]CCC(=C)C=C,57.45
[CH2]CCCC=C=C,71.93
[O][C@H]1CC=CC=C1,40.38
C/C=C/[CH]/C=C/C,30.49
C/C=C\[CH]/C=C/C,31.16
C/C=C\[CH]/C=C\C,31.86
C/C=C\1/CC[CH]C1,41.02
C[C@@H]1[CH]CC=CC1,38.06
C[C@@H]1[CH]CCC=C1,38.70
C[C@@H]1CC[C]=CC1,48.03
C[C@@H]1CCC=[C]C1,47.82
C[C@@H]1CCC=C[CH]1,22.93
C[C@@H]1CCCC=[C]1,48.86
C[C@H]1C[CH]C=CC1,22.52
C[C@H]1C[CH]CC=C1,38.22
C[C@H]1C=CC(=O)[CH]1,12.65
C[C@H]1CCC(=[CH])C1,53.61
C[C@H]1CCC[C]=C1,48.10
C[C]([C@@H]1CC=C1)C,62.76
C[C]1CCC=CC1,35.92
C[CH]/C=C/CC=C,44.44
C[CH]C(=C)CC=C,44.07
C[CH]C=C1CCC1,47.71
C[CH]C1=CCCC1,26.52
C=[C]C1CCCC1,57.85
C=C[CH]C/C=C/C,44.15
C=C[CH]C/C=C\C,45.35
C=C[CH]C1CCC1,50.08
C=C1CC[CH]CC1,38.65
C=C1CCC[C@H]1[CH2],47.60
C=C1CCC[CH]C1,38.86
C=CC[C@H](C=C)[CH2],62.50
C=CC[C](C=C)C,42.79
C=CC[CH]/C=C/C,44.00
C=CC=C[C](C)C,31.55
C=CC1CC[CH]C1,44.29
C=CC1CCC[CH]1,44.49
C=CCC/C=C/[CH2],46.39
C=CCC/C=C\[CH2],46.81
C=CCC[CH]C=C,46.41
C=CCCC(=C)[CH2],46.52
C=CCCC[C]=C,69.46
CC([C@@H]1[CH]C=C1)C,57.67
CC([C]1CC=C1)C,55.42
CC(=C)[C]1CCC1,47.19
CC(=C=C)CC[CH2],68.77
CC(=C1CC[CH]1)C,45.56
CC(C1=C([CH]1)C)C,81.53
CC(C1=C[CH]1)(C)C,84.35
CC(C1=CC[CH]1)C,55.70
CC[C@@H]1[CH]CC=C1,41.26
CC[C@@H]1C[CH]C=C1,28.08
CC[C@@H]1CC[C]=C1,57.15
CC[C@H]1CCC=[C]1,57.34
CC[C]1CC=CC1,39.18
CC1([O])C=CC=C1,43.73
CC1=[C]CCCC1,49.85
CC1=C[CH]CCC1,20.83
CC1=CC[CH]CC1,36.41
CC1=CCC[C]1C,22.10
CC1=CCC[CH]C1,36.37
CC1=CCCC[CH]1,22.24
CCC#C[C](C)C,51.65
CCC1=[C]CCC1,55.48
CCC1=CC[CH]C1,38.74
CCC1=CCC[CH]1,26.68
O[C]1[C@H]2[C@@H]1CC=C2,51.63
O[C]1C=CCC=C1,6.86
O=[C]C1CC=CC1,18.71
O=[C]c1ccco1,2.24
O=C1[CH]C=C[C@@H]1C,3.04
O=C1[CH]CC=CC1,10.72
O=C1C=C[CH]C1=O,-9.41
O=CC1=[C]C=CO1,32.25
O=CC1=C[C]=CO1,30.44
O=CC1=CC=[C]O1,31.29
OC1=C[CH][C@H]2[C@@H]1C2,26.90
OC1=C[CH]C=CC1,4.37
OC1=CC=C[C@@H]1[CH2],35.05
OC1=CCC=C[CH]1,6.42
OC1C=C[CH]C=C1,10.23
C/C=C/[C@@H]1CC1=O,16.25
C/C=C/C1(C)CC1,13.78
C/C=C/C1CCC1,15.34
C/C=C\[C@@H]1CC1=O,17.01
C/C=C\C1(C)CC1,17.62
C/C=C\C1CCC1,16.39
C[C@@H]1[C@@H](C1=O)C=C,17.41
C[C@@H]1C=C[C@@H](C1)C,-6.38
C[C@@H]1C=CC[C@@H]1C,-5.44
C[C@@H]1CC[C@H]1C=C,14.58
C[C@]1(CC)CC=C1,17.38
C[C@]1(O)C=C1C=C,29.68
C[C@]12C=C[C@@]2(O1)C,34.67
C[C@H]1[C@@H](C1=O)C=C,16.91
C[C@H]1C=C[C@@H](C1)C,-6.01
C[C@H]1C=CC[C@@H]1C,-6.49
C[C@H]1CC[C@H]1C=C,16.16
C[C@H]1CC=C(C1)C,-8.66
C[C@H]1CCC(=C)C1,-5.64
C[C@H]1CCC(=C1)C,-8.75
C[C@H]1CCCC=C1,-9.01
C=C/C=C/C(C)C,6.74
C=C[C@@H]1C[C@@H](C1)C,14.99
C=C[C@@H]1C[C@H](C1)C,15.90
C=C1C=CC(=O)O1,-46.80
C=C1CC=C(O1)C,-12.50
C=C1CCC[C@H]1C,-5.48
C=C1OC=CC1=O,-31.17
C=CC(C=C)(C)C,11.21
C=CC[C@H](C=C)C,13.25
C=CC=CC(=O)C,-13.32
C=CC1(C)CCC1,15.07
C=CC1CCCC1,-1.15
C=CCC/C=C/C,12.55
C=CCC/C=C\C,13.68
C=CCC=CC=O,-3.57
C=CCC1CCC1,21.19
C1C[C@@H]2C[C@H]1CC2,-14.74
C1C[C@@H]2O[C@H]1C=C2,-7.54
C1CC[C@H]2[C@@H](C1)C2,3.02
C1CC2(C1)CCC2,20.81
C1CCC=CCC1,-2.74
C1OC(=C=O)C=C1,-5.71
CC([C@@H]1C=C1C)C,37.29
CC([C@@H]1CC=C1)C,18.37
CC([C@H]1C=C1C)C,36.98
CC(=C)C1CCC1,14.00
CC(=C1CCC1)C,12.27
CC(=CC(=C)C)C,6.01
CC(=O)C1C=C1C,15.48
CC(C1(C)C=C1)C,40.07
CC(C1=C(C1)C)C,34.26
CC(C1=C[C@@H]1C)C,37.21
CC(C1=CC1)(C)C,36.26
CC(C1=CCC1)C,15.80
CC(C1C=C1)(C)C,39.15
CC[C@@H]1CC=C1C,15.02
CC[C@@H]1CCC=C1,-4.33
CC[C@H]1C=C[C@@H]1C,18.15
CC[C@H]1C=C[C@H]1C,19.20
CC[C@H]1CC(=C1)C,15.07
CC=C=CC(=O)C,-2.22
CC=C1CCCC1,-5.38
CC1(C)CC=CC1,-7.69
CC1(C)CCC=C1,-7.48
CC1=C(C)CCC1,-10.49
CC1=C(C1(C)C)C,30.78
CC1=CCC[C@@H]1C,-8.40
CC1=CCCCC1,-10.92
Cc1ccc(o1)C,-28.76
Cc1cocc1C,-23.81
Cc1occ(c1)C,-26.28
CCC(=O)C=C=C,-0.07
CCC(C#C)(C)C,20.48
CCC(C=C)C=C,13.62
CCC/C=C/C=C,8.48
CCC/C=C\C=C,9.62
CCC[C@@H]1CC=C1,20.64
CCC=C=CC=O,4.45
CCC1(C=C)CC1,16.52
CCC1=C(CC1)C,12.93
CCC1=C[C@H](C1)C,15.23
CCC1=CC[C@H]1C,15.16
CCC1=CCCC1,-6.44
CCC1CC=CC1,-4.36
CCc1ccco1,-23.01
CCCC1=CCC1,17.71
O[C@H]1CC=CC=C1,-12.29
O=C=C1CC=CO1,-4.69
O=C1[C@@H]2C[C@@H]2C1=O,-13.87
O=C1C[C@@H]2[C@H]1C2=O,-3.97
O=C1C=C[C@H]2[C@@H]1O2,-12.80
O=C1C=CC(=O)C1,-48.47
O=C1C=CC=C1O,-31.27
O=C1C=CCC1=O,-39.92
O=C1CCC=CC1,-27.82
O=CC=C=CC=O,-9.62
O=CC1=C[C@H]1C=O,11.23
O=Cc1ccco1,-37.31
O=Cc1cocc1,-37.39
OC1=C[C@H]1C=C=O,22.47
OC1=CC(=C)C1=O,-14.30
OC1=CC(=O)C=C1,-33.32
OC1=CCC=CC1,-17.87
[CH]1CCCCCC1,18.16
[CH]1COC=C1C=O,-16.37
[CH]1OC=C[C@H]1C=O,-2.20
[CH2]/C=C/C(C)(C)C,11.99
[CH2][C@@H]1CCC[C@@H]1C,20.19
[CH2][C@@H]1CCC[C@H]1C,18.78
[CH2][C@@H]1CCC1(C)C,33.19
[CH2][C@H](CC)CC=C,32.48
[CH2][C@H]1C=CC(=O)O1,-20.71
[CH2][C@H]1CC[C@@H](C1)C,19.59
[CH2][C@H]1CC[C@H](C1)C,19.29
[CH2]C=C1OC=CO1,-0.14
[CH2]C1(C)CCCC1,18.62
[CH2]C1CCCCC1,12.09
[CH2]CC(C=C)(C)C,29.39
[CH2]CC(C=C)CC,31.71
[CH2]CC/C(=C/C)/C,29.13
[CH2]CC/C(=C\C)/C,28.98
[CH2]CC/C=C/CC,31.40
[CH2]CC/C=C\CC,32.51
[CH2]CC1CCCC1,21.57
[CH2]CCC/C=C/C,31.16
[CH2]CCC/C=C\C,32.21
[CH2]CCC=C(C)C,28.65
[CH2]CCCC(=C)C,30.37
[O][C@@H]1CC=C[C@@H]1C,15.89
[O][C@H]1C=CC(=C)O1,6.45
[O][C@H]1CC=C[C@@H]1C,15.71
[O]Cc1ccco1,2.19
C[C@@H](C=C)CC[CH2],31.81
C[C@@H]1C[CH][C@H](C1)C,11.87
C[C@@H]1C[CH]C[C@@H]1C,12.11
C[C@@H]1C[CH]C[C@H]1C,10.81
C[C@@H]1CC[C@@H]([CH]1)C,15.20
C[C@@H]1CC[C](C1)C,9.52
C[C@@H]1CC[CH][C@@H]1C,15.52
C[C@@H]1CC[CH][C@H]1C,14.14
C[C@@H]1CCC[C]1C,9.45
C[C@H](C[CH2])CC=C,31.92
C[C@H]1C[CH][C@H](C1)C,11.31
C[C@H]1CC[C@@H]([CH]1)C,14.70
C[C@H]1CC[C](C1)C,9.05
C[C@H]1CCC[C]1C,12.75
C[C@H]1CCC1(C)[CH2],34.78
C[C](C1CCC1)C,30.34
C[C]1CC(C1)(C)C,30.14
C[C]1CCCCC1,7.64
C[CH][C@@H]1CC[C@@H]1C,34.98
C[CH][C@@H]1CC[C@H]1C,33.67
C[CH]C1(C)CCC1,33.95
C[CH]C1CCCC1,15.53
C[CH]CCC(=C)C,27.24
C=C1[CH]CC(=O)O1,-36.06
C=C1C[CH]C(=O)O1,-27.46
C=C1OC=C[C@@H]1[O],17.32
C=CCC([CH2])(C)C,29.55
C=CCCC([CH2])C,32.63
C1[CH]OC=C1C=O,-8.59
C1O[C](C=C1)C=O,-24.43
C1OC=C[C]1C=O,-24.59
CC([C]1CC1)(C)C,39.48
CC([C]1CCC1)C,32.00
CC(C1C[CH]1)(C)C,42.44
CC(C1C[CH]C1)C,33.74
CC(C1CC[CH]1)C,34.17
CC[C](C=C)CC,13.49
CC[C]1CC(C1)C,31.36
CC[C]1CC[C@@H]1C,31.59
CC[C]1CCCC1,11.85
CC[CH]CCC=C,31.42
CC1CC[CH]CC1,9.55
CC1CCC[CH]C1,9.47
CC1CCCC[CH]1,9.73
CCC[C]1CCC1,34.25
CCC1CC[CH]C1,13.37
O[C@@H]1[C]2[C@@H]1OC=C2,25.31
O[C@@H]1[CH]CC=CC1,7.49
O[C@@H]1C[CH][C@@H]2[C@H]1C2,14.10
O[C@@H]1CC=C[C@@H]1[CH2],14.07
O[C@@H]1CC=C[C@H]1[CH2],12.45
O[C@H]1[C@H]2[C]1OC=C2,27.26
O[C@H]1C[CH][C@@H]2[C@H]1C2,15.03
O[CH]c1ccco1,-23.74
O=[C][C@H]1CC=CO1,-6.32
O=C[C@@H]1[CH]C=CO1,-14.40
O=C[C]1CC=CO1,-18.06
O=C[CH][C@@H]1CC1=O,6.72
O=C1[CH]C=C(O1)C,-47.69
O=C1[CH]C=CCO1,-34.09
O=C1[CH]CC=CO1,-25.62
O=C1C[CH]C=CO1,-34.62
O=C1C[CH]CC1=O,-18.01
O=C1C=CO[C]1C,-30.73
O=C1CC[CH]C1=O,-28.01
O=C1O[CH]CC=C1,-21.55
O=CC1=CC[CH]O1,-3.97
C#CC#CC#CC#C,219.26
C/C=C(/C(C)C)\C,-21.03
C/C=C(\C(C)C)/C,-20.87
C/C=C/C(C)(C)C,-22.52
C/C=C\C(C)(C)C,-18.29
C[C@@H]1CC[C@@H](C1)C,-33.53
C[C@@H]1CCC[C@@H]1C,-32.45
C[C@H]1C=CC(=O)O1,-74.89
C[C@H]1CC[C@@H](C1)C,-33.25
C[C@H]1CCC[C@@H]1C,-33.87
C=C1CCC(=O)O1,-69.82
C=C1CCOC1=O,-66.14
C=CC(=O)C(C)C,-37.62
C=CC1CCCO1,-26.99
C=CCC(C)(C)C,-19.79
C=CCCC(C)C,-16.85
C=CCCCC=O,-28.91
C1C2CC(C1=O)O2,-35.02
C1CC2OC1CC2,-43.12
C1CCC2C(C1)O2,-29.93
C1CCCCCC1,-28.76
CC([C@H]1C[C@@H]1C)C,-14.56
CC([C@H]1C[C@H]1C)C,-13.43
CC(=C)C(C)(C)C,-21.99
CC(=CC(=O)C)C,-42.75
CC(=O)[C@@H]1CC1=O,-35.91
CC(=O)C=C=CO,-31.32
CC(C=C(C)C)C,-22.75
CC(C1(C)CC1)C,-15.11
CC(C1CC1)(C)C,-14.42
CC(C1CCC1)C,-14.89
CC(CC(=C)C)C,-20.59
CC/C=C/C(C)C,-19.36
CC/C=C\C(C)C,-18.46
CC[C@@H]1C[C@@H](C1)C,-15.38
CC[C@@H]1C[C@@H]1CC,-11.05
CC[C@@H]1C[C@H](C1)C,-14.57
CC[C@@H]1CC[C@@H]1C,-13.96
CC[C@@H]1CC[C@H]1C,-15.46
CC[C@H]1C[C@@H]1CC,-12.39
CC=C=CC(=O)O,-50.94
CC=CC(C)(C)C,-21.81
CC=CCC(C)C,-19.06
CC1(C)CCCC1,-34.48
CC1CC(O1)C=C,-14.40
Cc1ccc(o1)O,-59.41
CC1CCCCC1,-37.99
CCC(=C(C)C)C,-21.24
CCC(=C)C(C)C,-19.29
CCC(=CC)CC,-19.29
CCC(C=C)CC,-17.39
CCC/C=C/CC,-17.73
CCC/C=C\CC,-16.64
CCC=CC(C)C,-18.90
CCC1(C)CCC1,-15.54
CCC1CCCC1,-31.15
CCC1OC1C=C,-11.77
CCC1OCC=C1,-29.82
CCCC(=C)CC,-18.57
CCCC/C=C/C,-17.73
CCCC/C=C\C,-16.68
CCCC=C(C)C,-19.76
CCCC=CC=O,-34.56
CCCC=CCC,-16.73
CCCC1CCC1,-12.40
CCCCC(=C)C,-19.00
CCCCC=CC,-17.19
CCCCCC=C,-14.55
O=C1C=CC(=O)O1,-97.34
O=C1C2CCC1O2,-33.10
O=C1CC=C(O1)C,-75.00
O=C1CC2C(C1)O2,-48.13
O=C1CCC2C1O2,-45.48
O=C1CCCCC1,-56.12
O=C1OC=C[C@@H]1C,-67.42
O=C1OCC=C1C,-73.66
O=CC=C(C=O)C,-50.59
O=CC=CC(=O)C,-53.65
OC=CC(=C)C=O,-42.85
OC1=CCCCC1,-45.52
Oc1coc(c1)C,-55.24
OCC(=O)C=C=C,-31.89
OCC=C=CC=O,-24.74
