smiles,ΔfH°(298.15 K)
OCc1ccco1,-52.15
OOC1C=CC=C1,17.84
[CH2][C@@H]1[C@@H](C)OC1=O,-38.41
[CH2][C@@H]1[C@H](C)OC1=O,-37.80
[CH2][C@H]1CC=C(O1)O,-23.21
[CH2][C@H]1CCC(=O)O1,-49.96
[CH2]C(C(C)(C)C)C,-0.85
[CH2]C(CC(C)C)C,0.97
[CH2]CCCCCC,4.14
C[C@H]1[CH]C=C(O1)O,-42.48
C[C@H]1[CH]CC(=O)O1,-53.84
C[C@H]1C[CH]C(=O)O1,-56.07
C[C]1CC=C(O1)O,-32.07
C[C]1CCC(=O)O1,-57.50
C[CH][C@@H]1CC(=O)O1,-36.95
C[CH]CC(C)(C)C,-4.21
C1OO/C/1=[C]\C=O,54.29
CC[C@@H](C([CH2])C)C,1.95
CC[C@H]([C](C)C)C,-3.98
CC[C](CC)CC,-1.02
CCC([CH]C)CC,-0.33
CCC[C@@H](CC)[CH2],3.05
CCC[C@H]([CH]C)C,-0.23
CCC[C@H](CC)[CH2],3.06
CCC[C](CC)C,-1.96
CCC[CH]CCC,1.24
CCCC([CH2])(C)C,0.15
CCCC[C](C)C,-2.35
CCCC[CH]CC,1.37
CCCCC([CH2])C,2.90
CCCCC[CH]C,1.10
O=C1[CH]CCCO1,-52.62
O=C1CC(O1)(C)[CH2],-39.15
C[C@@H]1[C@@H](C)OC1=O,-86.73
C[C@@H]1[C@H](C)OC1=O,-86.03
C[C@@H]1CC[C@@H](O1)C,-63.40
C[C@@H]1CC[C@H](O1)C,-63.18
C[C@@H]1O[C@]1(O)C=C,-53.19
C[C@H]1CC=C(O1)O,-74.36
C[C@H]1CCC(=O)O1,-101.74
C1=C[C@@H]2[C@H](O1)OO2,-10.12
CC(=CCO)C=O,-66.85
CC(=O)CC(=O)C,-87.50
CC(C(C)(C)C)C,-50.04
CC(C1(C)CO1)C,-44.59
CC(C1CCO1)C,-43.09
CC(C1CO1)CC,-39.75
CC(C1COC1)C,-39.40
CC(C1OC1)(C)C,-42.63
CC(C1OC1C)C,-44.21
CC(CC(=O)C)C,-69.12
CC(CC(C)C)C,-48.99
CC(CC1OC1)C,-39.16
CC[C@@H](C(C)C)C,-47.30
CC=CC(=O)OC,-82.31
CC1(C)CCCO1,-63.84
CC1(C)COCC1,-59.49
CC1(C)OC1(C)C,-50.65
CC1(CC)CCO1,-46.03
CC1C(C)OC1C,-46.76
CC1CC(O1)(C)C,-52.05
CC1CCC(O1)C,-63.81
CC1CCCCO1,-63.71
CC1CCCOC1,-61.15
CC1CCOCC1,-61.34
CC1COC1(C)C,-48.04
CC1COCC1C,-57.47
CC1OCC(C1)C,-60.86
CC1OCC1(C)C,-45.93
CC1OCCC1C,-60.47
CCC(=O)CC=O,-79.63
CCC(CC)(C)C,-48.80
CCC(CC)CC,-45.52
CCC[C@H](CC)C,-46.51
CCC1(C)COC1,-40.29
CCC1(C)OC1C,-47.22
CCC1(CC)OC1,-42.65
CCC1CC(O1)C,-46.06
CCC1CCCO1,-59.10
CCC1COC1C,-42.37
CCC1COCC1,-56.05
CCC1OC1(C)C,-47.24
CCC1OC1CC,-42.84
CCC1OCC1C,-41.95
CCCC(C)(C)C,-50.15
CCCC1(C)CO1,-43.35
CCCC1CCO1,-40.08
CCCC1COC1,-36.67
CCCC1OC1C,-42.65
CCCCC(=O)C,-66.91
CCCCC(C)C,-46.54
CCCCC1CO1,-37.27
CCCCCC=O,-59.17
CCCCCCC,-45.16
COC(=O)CC=C,-77.35
O=C1CCCCO1,-94.58
O=C1COC[C@@H]1C,-77.25
O=CC1OC1(C)C,-59.76
O=CCC(C)(C)C,-63.70
O=CCCC(C)C,-61.90
O=CCCCC=O,-74.17
OC1CCCCC1,-70.56
OCCC(=C)C=O,-66.71
OOC(C=C)C=C,5.75
OOC1CC=CC1,-12.93
OOC1CCC=C1,-13.55
OOc1ccco1,-28.48
OOc1cocc1,-23.99
OOCC(=C)C=C,1.72
OOCC=CC=C,2.26
[C]#Cc1ccccc1,160.83
[O][C@H]1CC(=O)CO1,-61.50
[O][C@H]1CC(=O)OC1,-71.70
[O][C@H]1CCC(=O)O1,-79.84
[O]C1(O)CCCC1,-56.21
C#CC1=CC=C[C]=C1,140.55
C[C@H]1CC[C@H](O1)[O],-50.68
C[C@H]1CC[C](O1)O,-61.29
C[C@H]1CCO[CH]O1,-44.37
C1CO[C]1OC=O,-54.34
CC(O[C]1OC1)C,-20.27
O[C]1CCCCO1,-58.94
O=C1CCO[C@@H]1[O],-65.27
O=C1COC[C@H]1[O],-52.86
O=C1OCC[C@H]1[O],-68.53
OO[C@@H]1[CH]OC=C1,3.06
OO[C@H]1[CH]C=CO1,-15.35
C#Cc1ccccc1,76.78
C1=CC2=CC=CC2=C1,92.46
CC(=CC)COO,-27.32
CC(=O)C(=O)CO,-114.89
CC(C(=C)C)OO,-30.59
CC(C=C)COO,-24.74
CC(C=C)OOC,-20.07
CC(C=C=O)OO,-44.73
CC(C=CC)OO,-29.51
CC(C1CO1)CO,-71.52
CC(C1OC1O)C,-79.94
CC(OO)CC=C,-27.22
CC=CCCOO,-25.20
CC1(CC)OC1O,-82.83
CC1(CCO)CO1,-76.05
CC1(CO)CCO1,-79.49
CC1(CO)OC1C,-79.38
CC1CC(O1)CO,-78.66
CC1CCC(O1)O,-102.78
CC1CCOC1O,-100.35
CC1COC(C1)O,-100.11
CC1COC1CO,-75.47
CC1OC(C1C)O,-85.59
CC1OC1CCO,-75.44
CC1OCC1CO,-72.62
CCC(=C)COO,-25.10
CCC(C=C)OO,-26.52
CCC=CCOO,-24.33
CCC1(CO)CO1,-74.89
CCC1CC(O1)O,-84.26
CCC1COC1O,-80.71
CCC1OC1CO,-74.47
CCCC(=O)OC,-108.76
CCCC1OC1O,-77.16
COC(=O)CC=O,-120.71
COOCC(=C)C,-19.77
COOCC=CC,-18.81
O=COC(=O)C=O,-134.49
OC[C@H]1OC1(C)C,-77.30
OC1CC(O1)(C)C,-89.96
OCC1CCCO1,-91.42
OCC1COCC1,-88.79
OCC1OC1(C)C,-77.07
OCCC1CCO1,-73.13
OCCC1COC1,-67.87
OCCCC1CO1,-71.37
OO[C@@H]1CC=CO1,-48.01
OO[C@H]1OCC=C1,-45.19
OOC(C=C)(C)C,-30.48
OOC1=CCCO1,-40.95
OOC1CCCC1,-41.46
OOCC(=C)C=O,-42.06
OOCC=C(C)C,-27.88
OOCC=CC=O,-39.90
OOCCC(=C)C,-26.77
OOCCC=C=O,-39.14
OOCCCC=C,-23.56
[CH]1C=CCC=C1C#C,105.05
[CH2][C@@H]1C[C@@H](O1)OO,-11.30
[CH2][C@@H]1C[C@H](O1)OO,-10.75
[O][C@@H]1OCC[C@H]1O,-76.99
[O][C@H]1OCC[C@H]1O,-76.03
[O]O[C@@H]1CCCO1,-38.51
[O]O[C@H]1COCC1,-31.72
C#C[C]1C=CCC=C1,100.01
C#CC1C=C[CH]C=C1,109.44
C=C=C1[CH]C=CC=C1,87.92
C=C=C1C=C[CH]C=C1,85.56
C=CC1=CC=[C]C=C1,98.72
C=CC1=CC=C[C]=C1,98.19
C=CC1=CC=CC=[C]1,97.48
C1C=C[CH]C=C1C#C,101.71
CC#C[C]1C=CC=C1,103.31
OO[C@@H]1[CH]CCO1,-27.65
OO[C@@H]1C[CH]CO1,-28.32
OO[C@@H]1CC[CH]O1,-31.53
OO[C@H]1[CH]OCC1,-25.83
OO[C@H]1CO[CH]C1,-23.01
OO[C@H]1COC[CH]1,-18.15
C#C[C@H]1C=CC(=C1)C,84.17
C#C[C@H]1CC=CC=C1,84.79
C#CC(=C(C)C)C#C,109.80
C#CC1(CCC1)C#C,123.95
C#CC1=C[C@@H](C=C1)C,81.33
C#CC1=CC=C[C@@H]1C,79.54
C#CC1=CCC(=C1)C,78.47
C#CC1=CCCC=C1,81.17
C#CC1C=CCC=C1,86.10
C#CCC1C=CC=C1,89.93
C/C=C/C(C#C)C#C,122.09
C=C/C=C\C1=CC=C1,125.95
C=C[C@H](C#CC)C#C,119.33
C=C=C1C=CC(=C1)C,75.89
C=C=C1C=CCC=C1,74.26
C=C=C1CC=CC=C1,77.76
C=C=CC1C=CC=C1,84.84
C=C1[C@H]2C=C[C@H]3[C@@H]1[C@@H]23,93.53
C=c1ccc(=C)cc1,53.58
C=c1ccccc1=C,59.99
C=CC(C#C)(C#C)C,121.95
C=CC=C1C=CC=C1,63.35
C=Cc1ccccc1,36.09
C1=C/C(=C/2\CC=C2)/C1,107.02
C1=C/C(=C\2/CC=C2)/C1,107.19
C1=CC=CC=CC=C1,71.48
C1=CC2C=CC1C=C2,73.67
C1C=CCC=C1C#C,80.67
C1CC=CC=C1C#C,79.87
c1ccc2c(c1)CC2,48.36
CC#C/C(=C/C)/C#C,109.04
CC#C/C(=C\C)/C#C,108.89
CC#CC#CC1CC1,113.55
CC#CC(=C)C#CC,107.43
CC#CC1=CC=CC1,75.90
CC#CC1=CCC=C1,76.92
CC#CC1C=CC=C1,83.29
CC(=C)C(OO)O,-67.28
CC(C=O)COO,-69.50
CC(C1CO1)OO,-51.05
CC(CC)COO,-54.92
CC(OO)CC=O,-72.13
CC(OO)CCC,-57.20
CC=C(COO)O,-63.86
CC1=CC=C(C1)C#C,77.23
CC1=CCC(=C1)C#C,77.16
CC1OC1COO,-51.54
CC1OCC1OO,-51.15
CCC(=O)COO,-74.10
CCC(C=O)OO,-70.31
CCC(OO)(C)C,-62.27
CCC(OO)CC,-57.48
CCCCCOO,-52.86
OC(C=C)COO,-57.50
OCC(C=C)OO,-57.99
OO[C@@H]1CCCO1,-75.64
OO[C@H]1COCC1,-66.12
OOC(C(=C)O)C,-66.38
OOC(C(C)C)C,-59.08
OOC(C=O)(C)C,-74.89
OOC1COCC1,-65.85
OOCC(=O)C=O,-80.49
OOCC(C)(C)C,-58.28
OOCC=CCO,-54.88
OOCC1CCO1,-49.57
OOCCC(=O)C,-76.22
OOCCC(C)C,-55.47
OOCCC1CO1,-48.09
OOCCCC=O,-71.66
[CH]1CCC=C[C@@H]1C#C,106.42
[CH2]/C=C/C1C=CC=C1,78.66
[CH2]C(=C)C1C=CC=C1,80.57
[CH2]c1ccc(cc1)C,41.33
[CH2]c1cccc(c1)C,41.46
[CH2]c1ccccc1C,41.54
[CH2]Cc1ccccc1,56.81
[O]CC(OO)(C)C,-39.40
[O]OC(C(O)C)C,-60.80
[O]OCC(O)(C)C,-61.20
C#C[C@@H]1[CH]CC=CC1,105.07
C#C[C@H]1C[CH]C=CC1,88.57
C#C[C@H]1CCC=C[CH]1,90.19
C#C[C]1CCC=CC1,91.39
C#CC1=CC[CH]CC1,100.27
C#CC1=CCC[CH]C1,100.99
C#CC1=CCCC[CH]1,86.90
C/C=C/[C](C#C)C=C,91.00
C/C=C/[C]1C=CC=C1,62.22
C/C=C\[C](C#C)C=C,93.95
C[C@@H]1[CH]C(=C=C)C=C1,90.82
C[C](C#CC)C#CC,105.64
C=[C][C@@H]1[C@@H]2[C@H]1CC=C2,107.59
C=[C]C1(C)C=CC=C1,103.15
C=C[C@H]1[C@@H]2[C@H]1[CH]C=C2,84.67
C=C[C](C#CC)C=C,88.53
C=C[C]1C=CCC=C1,56.80
C=C[C]1CC=CC=C1,57.74
C=C[CH]/C=C/C=C=C,89.54
C=C=C[C@@H]1C[CH]C=C1,92.18
C=C=C1[CH]C=C[C@@H]1C,83.43
C=CC1=CCC=C[CH]1,62.25
C=CC1C=C[CH]C=C1,66.78
C1[CH]CC=C[C@H]1C#C,105.07
C1CCC=C[C]1C#C,80.58
CC#C[C@@H]1C[CH]C=C1,90.07
CC#C[C]1CCC=C1,80.31
CC#CC1=[C]CCC1,115.11
CC#CC1=CC[CH]C1,97.80
CC#CC1=CCC[CH]1,86.04
CC(=C)[C]1C=CC=C1,62.87
CC[C](C#CC)C#C,110.81
CC[C]=C1C=CC=C1,93.95
CC=C1[CH]C=CC=C1,43.82
CC1=CC=CC(=[C]1)C,68.51
CCC#C[CH]C#CC,109.41
CCC(CO[O])O,-56.50
CCC(COO)[O],-35.00
CCC(O[O])CO,-56.50
CCC(OO)C[O],-35.10
CCC1=CC=CC=[C]1,69.13
O=CC1=CC=[C]C=C1,54.95
O=CC1=CC=C[C]=C1,55.01
O=CC1=CC=CC=[C]1,55.03
OCC(O[O])(C)C,-62.10
OOC(C([O])C)C,-39.20
OOCC([O])(C)C,-39.50
C#C[C@@H]1CCC=CC1,56.56
C#CC(=C)C=C(C)C,70.58
C#CC1=CCCCC1,53.40
C#CCC1=CCCC1,63.29
C#CCC1CC=CC1,64.03
C(C#C)[C@@H]1CCC=C1,64.49
C/C=C/[C@@H](C#C)C=C,78.36
C/C=C/C=C/C1=CC1,83.98
C/C=C/C1=CC=CC1,36.45
C/C=C/C1=CCC=C1,37.33
C/C=C/C1C=CC=C1,43.32
C/C=C\C(=C)C#CC,69.02
C/C=C\C=C\C1=CC1,85.13
C/C=C\C1=CCC=C1,39.93
C/C=C\C1C=CC=C1,44.31
C=C/C=C/C1=CCC1,62.68
C=C/C=C\C1=CCC1,64.48
C=C[C@H]1CC=CC=C1,43.74
C=C=C[C@@H]1CCC=C1,63.81
C=C=C1CCCC=C1,50.35
C=C=CC1=CCCC1,60.27
C=C=CC1CC=CC1,63.47
C=C1C=CC=CC1=O,13.33
C=CC(C#C)(C=C)C,78.35
C=CC(C#CC)C=C,75.98
C=CC1(C)C=CC=C1,43.96
C=CC1=C(C)C=CC1,35.18
C=CC1=C(CC1)C=C,60.94
C=CC1=C[C@H](C=C1)C,39.20
C=CC1=CC=CCC1,37.11
C=CC1=CCC(=C1)C,36.28
C=CC1=CCC=CC1,37.78
C=CC1=CCCC=C1,38.77
C=CC1C=CCC=C1,43.90
C=CCC1C=CC=C1,49.91
C1=C[C@@H]2[C@@H](C1)C=CC2,50.52
C1=C[C@@H]2[C@@H](C1)CC=C2,50.40
C1=C[C@@H]2[C@H](C1)C=CC2,33.69
C1=C[C@H]2[C@@H](C1)CC=C2,35.08
C1C[C@@H]2C=C[C@H]1C=C2,38.06
C1CC(C1)C1=CC=C1,110.64
C1CCC=C[C@H]1C#C,57.70
c1ccc2c(c1)OC2,23.70
CC#CC(C#C)(C)C,84.50
CC#CC1=CCCC1,52.52
CC(=C1C=CC=C1)C,33.34
CC(C#CC)C#CC,82.29
CC(OO)(CC)O,-102.20
CC[C@H](C#CC)C#C,89.85
CC=C=C1CCC=C1,53.34
CC1=C(C=C)C=CC1,36.45
CC1=CC=C(C1)C=C,35.25
CC1=CCC=C1C=C,37.81
Cc1ccc(cc1)C,2.62
Cc1cccc(c1)C,2.67
Cc1ccccc1C,4.57
CCC#CCC#CC,87.27
CCC(C#C)(C#C)C,89.24
CCC(COO)O,-89.51
CCC(OO)CO,-89.28
CCc1ccccc1,7.31
CCCC(OO)O,-96.11
O=C=C1C=CC(=C1)C,16.03
O=C=C1C=CC=C1C,15.98
O=C=C1CC=CC=C1,27.86
O=C1[C@@H]2[C@H]1C=CC=C2,45.50
O=C1[C@@H]2C=C[C@H]1C=C2,25.61
O=Cc1ccccc1,-8.77
OC(C=O)COO,-102.40
OC(OO)CC=O,-110.85
OCC(OO)(C)C,-94.80
OCCC(OO)C,-90.98
OCCCCOO,-87.52
OOC(C(C)C)O,-98.24
OOC(C(O)C)C,-93.96
OOCC(CO)C,-88.58
OOCC(O)(C)C,-94.16
OOCCC(O)C,-91.24
[CH]1C=CC2(C=C1)CO2,38.61
[CH]1C=CCC=C1C=O,20.11
[CH2][C@@H](C#C)CCC=C,98.53
[CH2]C/C=C/C=C/C=C,75.61
[CH2]C/C=C/C=C\C=C,77.01
[CH2]C/C=C\C=C\C=C,76.84
[CH2]C[C@@H](C#C)CC=C,97.04
[CH2]C1(C)CC=CC=C1,59.40
[CH2]C1=CC=CC=CO1,39.62
[CH2]C1=CCC(=O)C=C1,21.52
[CH2]C1C=CC(=O)C=C1,38.06
[CH2]c1ccc(cc1)O,7.56
[CH2]CC[C@@H](C#C)C=C,97.41
[CH2]CCC/C=C/C#C,94.53
[CH2]CCCC(=C)C#C,93.99
[CH2]Oc1ccccc1,29.55
[O]C1C=CC(=C)C=C1,56.29
[O]Cc1ccccc1,29.64
C#C[C@@H]1C[CH][C@H](C1)C,80.83
C#C[C@@H]1CC[CH][C@H]1C,79.79
C#C[C@@H]1CCC[C@H]1[CH2],85.16
C#C[C@H]1CC[C@@H]([CH]1)C,81.39
C#C[C@H]1CC[C@@H](C1)[CH2],85.45
C#C[C@H]1CCC[C@H]1[CH2],85.25
C#C[C]1CCC[C@H]1C,67.22
C#C[C]1CCCCC1,62.73
C#C[CH]C1CCCC1,70.85
C#CC1([CH2])CCCC1,84.88
C#CC1(C)CC[CH]C1,79.49
C#CC1(C)CCC[CH]1,80.59
C#CC1CC[CH]CC1,75.57
C#CC1CCC[CH]C1,75.78
C#CC1CCCC[CH]1,76.58
C#CCC1CCC[CH]1,82.59
C/C(=C\C#C)/CC[CH2],89.68
C/C=C/[C@@H]1[CH]CC=C1,63.86
C/C=C/[C@@H]1C[CH]C=C1,50.88
C/C=C/[C](C=C)C=C,52.55
C/C=C/[C]1CCC=C1,38.49
C/C=C/C1=CC[CH]C1,57.50
C/C=C/C1=CCC[CH]1,46.89
C/C=C\[C@@H]1C[CH]C=C1,51.99
C/C=C\[C](C=C)C=C,55.18
C/C=C\1/CCC=C[CH]1,37.35
C/C=C\C1=CCC[CH]1,48.81
C[C](C#C)CCC=C,81.20
C[C]1C=C(C(=C1)C)C,32.66
C[C]1C=CC(=O)C=C1,2.55
C[C]1C=CCCC=C1,43.19
C[CH][C@H]1CC=CC=C1,60.47
C[CH]C1=CCC=CC1,45.55
C[CH]C1=CCCC=C1,43.54
C[CH]C1C=CCC=C1,60.54
C=C/C=C/C1CC[CH]1,89.51
C=C/C=C\C1CC[CH]1,90.75
C=C[C@@H]1[CH]CC=CC1,63.80
C=C[C@@H]1[CH]CCC=C1,64.27
C=C[C@@H]1C[CH]C=CC1,48.80
C=C[C@H]1C[CH]CC=C1,63.87
C=C[C@H]1CCC=C[CH]1,48.87
C=C[C]1CCC=CC1,47.31
C=C[C]1CCCC=C1,36.25
C=C[CH]/C=C/C1CC1,67.26
C=C[CH]C/C=C\C=C,66.44
C=C[CH]C=C1CCC1,63.47
C=C=C1CC[CH]CC1,72.72
C=C=C1CCCC[CH]1,61.07
C=C=CC1CCC[CH]1,81.64
C=C1C[CH]C(=O)C=C1,27.85
C=CC/C=C\[CH]C=C,59.53
C=CC[C@@H]1CC=C[CH]1,56.55
C=CC1=CC[CH]CC1,58.40
C=CC1=CCC[CH]C1,58.26
C=CC1=CCCC[CH]1,45.52
C=CCCC[CH]C#C,85.47
C1C=C[CH]C=C1C=O,15.32
CC#C[C]1CCCC1,62.06
CC#CC=C[C](C)C,63.22
CC([C]1C=CC=C1)C,41.39
CC(=C)C1=CCC[CH]1,46.59
CC[C]1C=CCC=C1,37.83
CC[CH]C1C=CC=C1,62.98
CC=C=C1CCC[CH]1,61.79
CC1(C)C=C[CH]C=C1,36.40
CC1=C(O)[C]=CC=C1,32.97
CC1=C(O)C=[C]C=C1,32.76
CC1=C(O)C=C[C]=C1,33.47
CC1=C(O)C=CC=[C]1,32.38
CC1=C[C@@H](C=C[CH]1)C,36.15
CC1=C[CH]C=C[C@@H]1C,33.75
CC1=CC(=[C]C=C1)O,34.39
CC1=CC(=C[C]=C1)O,32.37
CC1=CC(=CC=[C]1)O,33.59
CC1=CC=C([C]=C1)O,33.97
CC1=CC=C(C=[C]1)O,33.05
CC1=CC=CC(=[C]1)O,33.40
CC1C=C[C](C=C1)C,35.97
Cc1cccc(c1)[O],5.51
Cc1ccccc1[O],3.83
CCC1=C[CH]C=C1C,38.69
CCC1=C[CH]C=CC1,33.44
CCC1=CCC=C[CH]1,34.29
CCC1C=C[CH]C=C1,35.46
COC1=CC=[C]C=C1,45.86
COC1=CC=C[C]=C1,45.21
COC1=CC=CC=[C]1,45.53
O[CH]c1ccccc1,8.17
O=C[C]1C=CCC=C1,14.81
O=CC1C=C[CH]C=C1,24.93
C#C[C@H]1CC[C@@H](C1)C,32.23
C#C[C@H]1CC[C@H](C1)C,31.98
C#C[C@H]1CCC[C@@H]1C,31.23
C#C[C@H]1CCC[C@H]1C,32.31
C#CC1(C)CCCC1,30.84
C#CC1CCCCC1,27.83
C/C(=C/C=C=C)/CC,39.96
C/C(=C\C=C=C)/CC,40.12
C/C=C/C(C#C)(C)C,44.08
C/C=C/C(C=C)C=C,37.13
C/C=C/C=C/C(=C)C,23.33
C/C=C/C=C\C(=C)C,27.62
C/C=C/C=C=C(C)C,37.25
C/C=C/C1=CCCC1,12.30
C/C=C\C(C=C)C=C,38.19
C/C=C\C=C/C(=C)C,29.13
C/C=C\C=C\C(=C)C,24.39
C/C=C\C=C=C(C)C,38.35
C/C=C\C1=CCCC1,15.76
C[C@@]1(CCC=C1)C=C,18.03
C[C@@]12C=CC[C@@H]1C2=O,18.26
C[C@@H]1C[C@@H](C=C1)C=C,18.73
C[C@@H]1C=C[C@@H](C=C1)C,11.54
C[C@@H]1C=C[C@@H]2[C@H]1C2=O,19.61
C[C@@H]1C=C[C@H](C=C1)C,11.51
C[C@@H]1C=CC=C[C@@H]1C,11.75
C[C@@H]1C=CC=CC1=O,-11.80
C[C@@H]1CC=C[C@@H]1C=C,19.87
C[C@]12C=CC=C[C@@H]2O1,11.48
C[C@]12CC=C[C@H]1C2=O,18.42
C[C@H]1C[C@@H](C=C1)C=C,19.09
C[C@H]1C=C[C@@H]2[C@H]1C2=O,20.47
C[C@H]1C=CC=C[C@@H]1C,10.81
C[C@H]1CC=C[C@@H]1C=C,18.24
C=C/C=C/C=C(C)C,23.66
C=C/C=C\C=C(C)C,25.20
C=C[C@@H]1CCC=CC1,16.10
C=C[C@H]1CC=C[C@@H]1C,18.17
C=C[C@H]1CC=C[C@H]1C,19.45
C=C[C@H]1CCCC=C1,16.57
C=C=C1CCCCC1,25.10
C=C1CC=CC(=C1)O,0.18
C=C1CCC(=C)CC1,12.59
C=C1CCCC(=C)C1,12.75
C=C1CCCCC1=C,12.56
C=CC(=C(C)C)C=C,30.05
C=CC(C#CC)(C)C,41.63
C=CC(C=C)(C=C)C,37.81
C=CC[C@@H]1CCC=C1,21.28
C=CC=C=CC(=O)C,20.17
C=CC1(C)CC=CC1,19.89
C=CC1(C=C)CCC1,40.74
C=CC1=C(C)CCC1,10.77
C=CC1=CCCCC1,10.88
C=CCC1=CCCC1,23.00
C=CCC1CC=CC1,24.76
C1=C[C@H]2[C@@H](C=C1)CO2,20.37
C1=CC[C@@]2(C=C1)CO2,18.25
C1=CC[C@]2(C=C1)CO2,18.78
C1=CC=C2[C@@H](C1)CO2,21.73
C1C[C@H]2[C@@H](C1)CC=C2,7.00
C1C[C@H]2[C@H](C1)CC=C2,18.47
C1C[C@H]2CC[C@@H]1C=C2,4.14
C1CC(=C2CCC2)C1,45.97
C1CC(C1)[C@@H]1CC=C1,49.45
C1CC(C1)C1=CCC1,46.63
C1CC[C@H]2[C@@H](C1)C=C2,30.00
C1CCC2=C(C1)CC2,23.11
CC#CC1CCCC1,29.40
CC#CCC=C(C)C,44.53
CC(=C1CC=CC1)C,13.54
CC(=C1CCC=C1)C,11.01
CC(C1=CC=C1)(C)C,71.27
CC(C1=CC=C1C)C,69.25
CC(C1=CC=CC1)C,11.28
CC(C1=CCC=C1)C,11.01
CC(C1C=CC=C1)C,13.67
CC/C=C/1\CCC=C1,13.41
CC/C=C/C=C/C=C,26.65
CC/C=C/C=C\C=C,28.22
CC/C=C\1/CCC=C1,14.23
CC/C=C\C=C/C=C,29.43
CC/C=C\C=C\C=C,27.95
CC[C@H]1CC=CC=C1,13.21
CC=C=CC(=O)C=C,23.54
CC1(C)C=CCC=C1,9.99
CC1(C)CC=CC=C1,9.37
CC1=C(C)CC=C1C,5.08
CC1=C(C)CC=CC1,8.95
CC1=C(C)CCC=C1,8.62
CC1=C[C@@H]2[C@H](C=C1)O2,13.58
CC1=C[C@@H]2[C@H](C1)C2=O,17.69
CC1=C[C@H](C=CC1)C,9.07
CC1=CC(=C1)C(C)C,68.80
CC1=CC(=CCC1)C,6.80
CC1=CC(=O)C=CC1,-16.72
CC1=CC[C@H]2[C@@H]1C2=O,17.55
CC1=CC=C(CC1)C,6.32
CC1=CC=C[C@H]2[C@@H]1O2,13.32
CC1=CC=CC(=O)C1,-15.13
CC1=CC=CC=CO1,11.10
CC1=CC=COC=C1,13.51
CC1=CCC(=CC1)C,6.75
CC1=CCC(=O)C=C1,-13.92
CC1=CCC=C(C1)C,6.72
CC1=CCC=C[C@@H]1C,9.78
CC1=CCC=CC1=O,-16.74
CC1=CCCC=C1C,8.21
CC1C=CC(=O)C=C1,-13.24
CC1C=CC=CC1=O,-10.53
CC1C=CCCC=C1,23.63
Cc1ccc(cc1)O,-30.53
Cc1ccc(o1)C=C,-6.36
Cc1cccc(c1)O,-30.19
Cc1ccccc1O,-30.55
CCC#CC=C(C)C,36.57
CCC=C1CC=CC1,17.35
CCC1(C)C=CC=C1,13.31
CCC1=C(C)C=CC1,9.41
CCC1=C(C)CC=C1,9.38
CCC1=CC(=CC1)C,9.51
CCC1=CC=C(C1)C,9.46
CCC1=CC=CCC1,10.80
CCC1=CCC(=C1)C,8.80
CCC1=CCC=C1C,8.62
CCC1=CCC=CC1,11.47
CCC1=CCCC=C1,11.36
CCC1C=CCC=C1,13.05
COc1ccccc1,-16.99
O[C@@]12C=CC=C[C@H]2C1,9.09
O[C@@H]1C=CC=CC1=C,5.45
O=C[C@H]1CC=CC=C1,-0.73
O=C=C1C=CC=C1O,-14.35
O=C=C1C=CCC1=O,-23.97
O=C1[C@@H]2CC[C@H]1C=C2,-6.11
O=C1[C@H]2C=C[C@@]1(C2)C,15.31
O=C1C=C[C@H]2[C@@H]1C2=O,-1.94
O=C1C=CC(=O)C=C1,-28.02
O=C1C=CC=CC1=O,-20.04
O=C1CC=CC(=C1)C,-15.33
O=C1CC=CC=C1C,-15.28
O=C1CC=CC=CC1,-6.26
O=CC1=CC=CC1=O,-15.52
O=CC1C=CCC=C1,-0.44
O1C[C@@H]2C=C[C@H]1C=C2,13.66
OC1=C[C@H]2[C@@H](C=C1)C2,8.32
OC1=CC=C[C@@H]2[C@H]1C2,7.75
OC1=CC=CC(=C)C1,-0.72
OC1=CC=CC=CC1,-0.42
OC1=CC=CCC=C1,1.13
OC1=CCC=CC=C1,2.80
OC1C=CC=CC=C1,5.39
OCc1ccccc1,-23.68
[CH2]/C=C/C[C@H](C=C)C,39.25
[CH2]/C=C/C1CCCC1,26.18
[CH2][C@@H]1CCCC(=C)C1,37.06
[CH2][C@@H]1CCCCC1=C,38.25
[CH2]C1(C)CCCC=C1,33.54
[CH2]C1CCC(=C)CC1,37.19
[CH2]CC(=C)CCC=C,55.79
[CH2]CCC(=C)CC=C,55.62
[CH2]CCC(C=C)C=C,57.15
[CH2]CCC/C=C/C=C,52.17
[CH2]CCC/C=C\C=C,53.31
[CH2]CCCC(=C)C=C,52.28
[CH2]CCCCC=C=C,67.00
[O][C@H]1C=CC=CC1=O,16.15
[O]Oc1ccccc1,34.81
C/[C]=C\1/CC[C@@H](C1)C,43.18
C/C(=C/CC[CH2])/C=C,50.41
C/C(=C\CC[CH2])/C=C,50.09
C/C=C/[C](/C=C/C)C,22.61
C/C=C/[C](C=C)CC,25.47
C/C=C/[C]1CCCC1,20.09
C/C=C/[CH][C@H](C=C)C,37.21
C/C=C/C[C](C=C)C,35.06
C/C=C/C[CH]/C=C/C,36.54
C/C=C\[C](/C=C/C)C,26.34
C/C=C\[C](/C=C\C)C,30.76
C/C=C\[C](C=C)CC,29.51
